timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,2,0,0,0,0,0,0,0
2,4,2,0,0,2,2,0,0,0,0,0,0
3,4,4,0,0,0,4,0,0,0,0,0,0
5,2,8,0,0,2,4,0,0,0,0,0,0
6,4,8,0,0,0,6,0,0,0,0,0,0
7,2,12,0,0,2,6,0,0,0,0,0,0
8,2,14,0,0,0,8,0,0,0,0,0,0
9,4,16,0,0,0,10,0,0,0,0,0,0
11,4,18,0,0,2,10,0,0,0,0,0,0
12,2,22,0,0,0,12,0,0,0,0,0,0
13,2,24,0,0,2,12,0,0,0,0,0,0
14,2,26,0,0,0,14,0,0,0,0,0,0
15,2,28,0,0,0,16,0,0,0,0,0,0
17,2,32,0,0,2,16,0,0,0,0,0,0
18,4,32,0,0,0,18,0,0,0,0,0,0
19,2,36,0,0,2,18,0,0,0,0,0,0
20,2,38,0,0,0,20,0,0,0,0,0,0
22,4,40,0,0,2,20,0,0,0,0,0,0
23,2,44,0,0,2,22,0,0,0,0,0,0
24,4,44,0,0,0,24,0,0,0,0,0,0
25,2,48,0,0,2,24,0,0,0,0,0,0
27,4,50,0,0,2,26,0,0,0,0,0,0
28,2,54,0,0,0,28,0,0,0,0,0,0
29,2,56,0,0,2,28,0,0,0,0,0,0
31,2,58,0,0,2,30,0,0,0,0,0,0
32,2,62,0,0,2,30,0,0,0,0,0,0
33,2,64,0,0,2,32,0,0,0,0,0,0
35,2,66,0,0,2,34,0,0,0,0,0,0
36,4,68,0,0,2,34,0,0,0,0,0,0
37,4,70,0,0,2,36,0,0,0,0,0,0
39,2,74,0,0,2,38,0,0,0,0,0,0
40,4,76,0,0,2,38,0,0,0,0,0,0
41,4,78,0,0,2,40,0,0,0,0,0,0
43,2,82,0,0,2,42,0,0,0,0,0,0
44,4,84,0,0,0,44,0,0,0,0,0,0
46,4,86,0,0,2,44,0,0,0,0,0,0
47,2,90,0,0,2,46,0,0,0,0,0,0
49,4,92,0,0,0,48,0,0,0,0,0,0
50,2,96,0,0,0,50,0,0,0,0,0,0
51,2,100,0,0,2,50,0,0,0,0,0,0
53,4,100,0,0,0,52,0,0,0,0,0,0
54,4,104,0,0,0,54,0,0,0,0,0,0
