timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,0,0,2,0,0,0,2,0,0,0
3,4,2,0,0,2,2,0,0,0,2,0,0
4,4,4,0,0,0,4,0,0,2,2,0,0
5,4,6,0,0,2,4,0,0,2,2,0,0
6,2,10,0,0,0,6,0,0,0,4,0,0
7,2,12,0,0,2,6,0,0,2,4,0,0
9,0,16,0,0,2,8,0,0,0,6,0,0
10,2,18,0,0,2,8,0,0,2,6,0,0
11,2,20,0,0,2,10,0,0,0,8,0,0
12,2,22,0,0,0,12,0,0,0,8,0,0
13,2,24,0,0,2,12,0,0,2,8,0,0
15,0,28,0,0,2,14,0,0,0,10,0,0
16,2,30,0,0,0,16,0,0,2,10,0,0
17,2,32,0,0,2,16,0,0,0,12,0,0
18,2,34,0,0,0,18,0,0,0,12,0,0
20,2,36,0,0,2,18,0,0,2,12,0,0
21,4,38,0,0,2,20,0,0,0,14,0,0
22,2,42,0,0,0,22,0,0,2,14,0,0
24,2,44,0,0,2,22,0,0,0,16,0,0
25,4,46,0,0,2,24,0,0,2,16,0,0
26,2,50,0,0,0,26,0,0,0,18,0,0
28,2,52,0,0,2,26,0,0,0,18,0,0
29,4,54,0,0,2,28,0,0,0,20,0,0
30,2,58,0,0,2,28,0,0,0,20,0,0
32,2,60,0,0,2,30,0,0,2,20,0,0
33,4,62,0,0,2,32,0,0,0,22,0,0
35,4,64,0,0,0,34,0,0,2,22,0,0
36,4,66,0,0,2,34,0,0,0,24,0,0
37,2,72,0,0,2,36,0,0,2,24,0,0
39,4,72,0,0,0,38,0,0,0,26,0,0
40,4,76,0,0,0,40,0,0,2,26,0,0
42,2,80,0,0,2,40,0,0,0,28,0,0
43,2,82,0,0,2,42,0,0,2,28,0,0
45,2,86,0,0,0,44,0,0,0,30,0,0
46,4,86,0,0,2,44,0,0,2,30,0,0
48,2,92,0,0,2,46,0,0,0,32,0,0
49,2,94,0,0,0,48,0,0,2,32,0,0
51,2,98,0,0,2,48,0,0,0,34,0,0
52,2,100,0,0,2,50,0,0,2,34,0,0
54,2,104,0,0,2,52,0,0,2,34,0,0
55,2,106,0,0,2,54,0,0,2,36,0,0
57,4,108,0,0,2,54,0,0,2,36,0,0
59,2,112,0,0,2,56,0,0,2,38,0,0
60,2,116,0,0,2,58,0,0,0,40,0,0
62,2,118,0,0,0,60,0,0,0,40,0,0
63,0,120,0,0,0,60,0,0,0,40,0,0
65,0,118,2,0,0,58,2,0,0,38,2,0
67,0,114,6,0,0,58,2,0,0,38,2,0
68,0,112,8,0,0,56,4,0,0,36,4,0
70,0,108,12,0,0,54,6,0,0,36,4,0
72,0,104,16,0,0,52,8,0,0,34,6,0
73,0,102,18,0,0,50,10,0,0,34,6,0
75,0,98,22,0,0,50,10,0,0,32,8,0
76,0,96,24,0,0,48,12,0,0,30,10,0
78,0,94,26,0,0,44,16,0,0,30,10,0
80,0,88,32,0,0,44,16,0,0,28,12,0
81,0,86,34,0,0,42,18,0,0,28,12,0
83,0,84,36,0,0,40,20,0,0,28,12,0
84,0,78,42,0,0,40,20,0,0,26,14,0
86,0,76,44,0,0,38,22,0,0,26,14,0
88,0,72,48,0,0,36,24,0,0,24,16,0
89,0,70,50,0,0,34,26,0,0,22,18,0
91,0,66,54,0,0,32,28,0,0,22,18,0
92,0,64,56,0,0,30,30,0,0,20,20,0
94,0,62,58,0,0,30,30,0,0,20,20,0
96,0,58,62,0,0,28,32,0,0,18,22,0
97,0,56,64,0,0,26,34,0,0,18,22,0
99,0,52,68,0,0,26,34,0,0,16,24,0
101,0,48,72,0,0,22,38,0,0,16,24,0
102,0,44,76,0,0,22,38,0,0,14,26,0
104,0,42,78,0,0,20,40,0,0,12,28,0
105,0,38,82,0,0,18,42,0,0,12,28,0
107,0,36,84,0,0,16,44,0,0,10,30,0
109,0,30,90,0,0,14,46,0,0,10,30,0
110,0,30,90,0,0,14,46,0,0,8,32,0
112,0,26,94,0,0,12,48,0,0,8,32,0
114,0,22,98,0,0,10,50,0,0,6,34,0
115,0,20,100,0,0,8,52,0,0,6,34,0
117,0,16,104,0,0,6,54,0,0,4,36,0
118,0,12,108,0,0,6,54,0,0,4,36,0
120,0,10,110,0,0,4,56,0,0,2,38,0
122,0,8,112,0,0,2,58,0,0,2,38,0
123,0,4,116,0,0,0,60,0,0,0,40,0
125,0,0,120,0,0,0,60,0,0,0,40,0
