,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,84,0,0,0,0,0,0,0,0,0,0,0,0
2,3,124,0,0,0,0,0,0,0,0,0,0,0,0
3,4,148,16,0,0,0,0,0,0,0,0,0,0,16
4,5,172,36,0,0,0,0,0,0,0,0,0,0,36
5,7,192,56,0,0,0,0,0,0,0,0,0,0,56
6,8,188,92,0,0,0,0,0,0,0,0,0,0,92
7,9,196,120,0,0,0,0,0,0,0,0,0,0,120
8,11,224,128,0,0,0,0,0,0,0,0,0,0,128
9,12,256,128,0,0,0,0,0,0,0,0,0,0,128
10,13,256,128,0,0,0,0,0,0,0,0,0,0,128
11,15,256,128,0,0,0,0,0,0,0,0,0,0,128
12,16,256,128,0,0,0,0,0,0,0,0,0,0,128
13,17,256,128,0,0,0,0,0,0,0,0,0,0,128
14,19,256,128,0,0,0,0,0,0,0,0,0,0,128
15,20,256,128,0,0,0,0,0,0,0,0,0,0,128
16,21,256,128,0,0,0,0,0,0,0,0,0,0,128
17,23,256,128,0,0,0,0,0,0,0,0,0,0,128
18,24,256,128,0,0,0,0,0,0,0,0,0,0,128
19,25,256,128,0,0,0,0,0,0,0,0,0,0,128
20,27,256,128,0,0,0,0,0,0,0,0,0,0,128
21,28,256,128,0,0,0,0,0,0,0,0,0,0,128
22,29,256,128,0,0,0,0,0,0,0,0,0,0,128
23,31,256,128,0,0,60,0,0,0,0,0,0,0,128
24,32,256,128,0,0,96,8,0,0,0,0,0,0,136
25,34,256,128,0,0,84,44,0,0,0,0,0,0,172
26,35,256,128,0,0,64,64,0,0,0,0,0,0,192
27,37,256,128,0,0,64,64,0,0,0,0,0,0,192
28,38,256,128,0,0,64,64,0,0,0,0,0,0,192
29,40,256,128,0,0,64,64,0,0,0,0,0,0,192
30,41,256,128,0,0,64,64,0,0,0,0,0,0,192
31,43,256,128,0,0,64,64,0,0,0,0,0,0,192
32,44,256,128,0,0,64,64,0,0,0,0,0,0,192
33,45,256,128,0,0,64,64,0,0,0,0,0,0,192
34,47,256,128,0,0,64,64,0,0,0,0,0,0,192
35,48,256,128,0,0,64,64,0,0,0,0,0,0,192
36,50,256,128,0,0,64,64,0,0,0,0,0,0,192
37,51,256,128,0,0,64,64,0,0,0,0,0,0,192
38,53,256,128,0,0,64,64,0,0,0,0,0,0,192
39,54,256,128,0,0,64,64,0,0,0,0,0,0,192
40,56,256,128,0,0,64,64,0,0,0,0,0,0,192
41,57,256,128,0,0,64,64,0,0,0,0,0,0,192
42,59,256,128,0,0,64,64,0,0,0,0,0,0,192
43,60,256,128,0,0,64,64,0,0,0,0,0,0,192
44,62,256,128,0,0,64,64,0,0,0,2,0,0,194
45,63,256,128,0,0,64,64,0,0,0,2,0,0,194
46,64,256,128,0,0,64,64,0,0,0,2,0,0,194
47,66,256,128,0,0,64,64,0,0,2,2,0,0,194
48,67,256,128,0,0,64,64,0,0,0,4,0,0,196
49,69,256,128,0,0,64,64,0,0,0,4,0,0,196
50,70,256,128,0,0,64,64,0,0,0,4,0,0,196
51,72,256,128,0,0,64,64,0,0,2,4,0,0,196
52,73,256,128,0,0,64,64,0,0,0,6,0,0,198
53,75,256,128,0,0,64,64,0,0,0,6,0,0,198
54,76,256,128,0,0,64,64,0,0,2,6,0,0,198
55,78,256,128,0,0,64,64,0,0,0,8,0,0,200
56,79,256,128,0,0,64,64,0,0,0,8,0,0,200
57,81,256,128,0,0,64,64,0,0,0,8,0,0,200
58,82,256,128,0,0,64,64,0,0,0,10,0,0,202
59,83,256,128,0,0,64,64,0,0,0,10,0,0,202
60,85,256,128,0,0,64,64,0,0,0,10,0,0,202
61,86,256,128,0,0,64,64,0,0,2,10,0,0,202
62,88,256,128,0,0,64,64,0,0,0,12,0,0,204
63,89,256,128,0,0,64,64,0,0,0,12,0,0,204
64,91,256,128,0,0,64,64,0,0,2,12,0,0,204
65,93,292,128,0,0,64,64,0,0,0,14,0,0,206
66,94,344,128,0,0,64,64,0,0,0,14,0,0,206
67,96,400,128,0,0,64,64,0,0,0,14,0,0,206
68,97,448,128,0,0,64,64,0,0,0,14,0,0,206
69,99,496,128,0,0,64,64,0,0,0,14,0,0,206
70,101,552,128,0,0,64,64,0,0,0,14,0,0,206
71,102,596,128,0,0,64,64,0,0,0,14,0,0,206
72,104,640,128,0,0,64,64,0,0,0,14,0,0,206
73,105,640,128,0,0,64,64,0,0,2,14,0,0,206
74,107,640,128,0,0,64,64,0,0,0,16,0,0,208
75,109,640,128,0,0,64,64,0,0,0,18,0,0,210
76,110,640,128,0,0,64,64,0,0,0,18,0,0,210
77,112,640,128,0,0,64,64,0,0,2,18,0,0,210
78,113,640,128,0,0,64,64,0,0,2,20,0,0,212
79,115,640,128,0,0,64,64,0,0,2,20,0,0,212
80,117,640,128,0,0,64,64,0,0,2,22,0,0,214
81,118,640,128,0,0,64,64,0,0,0,24,0,0,216
82,120,640,128,0,0,64,64,0,0,0,24,0,0,216
83,122,640,128,0,0,80,64,0,0,2,24,0,0,216
84,123,640,128,0,0,132,64,0,0,0,26,0,0,218
85,125,640,128,0,0,184,64,0,0,0,24,2,0,216
86,127,640,128,0,0,192,64,0,0,0,24,2,0,216
87,128,640,128,0,0,192,64,0,0,2,24,2,0,216
88,130,640,128,0,0,192,64,0,0,0,24,4,0,216
