,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,76,0,0,0,0,0,0,0,0,0,0,0,0
2,2,116,0,0,0,0,0,0,0,0,0,0,0,0
3,4,160,4,0,0,0,0,0,0,0,0,0,0,4
4,5,196,8,0,0,0,0,0,0,0,0,0,0,8
5,6,232,16,0,0,0,0,0,0,0,0,0,0,16
6,8,248,32,0,0,0,0,0,0,0,0,0,0,32
7,9,272,48,0,0,0,0,0,0,0,0,0,0,48
8,10,320,52,0,0,0,0,0,0,0,0,0,0,52
9,12,320,64,0,0,0,0,0,0,0,0,0,0,64
10,13,284,100,0,0,0,0,0,0,0,0,0,0,100
11,15,248,136,0,0,0,0,0,0,0,0,0,0,136
12,16,208,176,0,0,0,0,0,0,0,0,0,0,176
13,18,168,216,0,0,0,0,0,0,0,0,0,0,216
14,19,132,252,0,0,0,0,0,0,0,0,0,0,252
15,21,88,296,0,0,0,0,0,0,0,0,0,0,296
16,22,48,336,0,0,0,0,0,0,0,0,0,0,336
17,24,12,372,0,0,0,0,0,0,0,0,0,0,372
18,25,0,384,0,0,0,0,0,0,0,0,0,0,384
19,27,0,384,0,0,0,0,0,0,0,0,0,0,384
20,28,0,384,0,0,0,0,0,0,0,0,0,0,384
21,30,0,384,0,0,0,0,0,0,0,0,0,0,384
22,31,0,384,0,0,64,0,0,0,0,0,0,0,384
23,33,0,384,0,0,112,0,0,0,0,0,0,0,384
24,34,0,384,0,0,128,0,0,0,0,0,0,0,384
25,36,0,384,0,0,128,0,0,0,0,0,0,0,384
26,37,0,384,0,0,128,0,0,0,0,0,0,0,384
27,39,0,384,0,0,128,0,0,0,0,0,0,0,384
28,41,0,384,0,0,128,0,0,0,0,0,0,0,384
29,42,0,384,0,0,128,0,0,0,0,0,0,0,384
30,44,0,384,0,0,128,0,0,0,0,0,0,0,384
31,45,0,384,0,0,128,0,0,0,0,0,0,0,384
32,47,0,384,0,0,128,0,0,0,0,0,0,0,384
33,48,0,384,0,0,128,0,0,0,0,0,0,0,384
34,50,0,384,0,0,128,0,0,0,0,0,0,0,384
35,52,0,384,0,0,128,0,0,0,0,0,0,0,384
36,53,0,384,0,0,128,0,0,0,0,0,0,0,384
37,55,0,384,0,0,128,0,0,0,0,0,0,0,384
38,56,0,384,0,0,128,0,0,0,0,0,0,0,384
39,58,0,384,0,0,128,0,0,0,0,0,0,0,384
40,59,0,384,0,0,128,0,0,0,0,0,0,0,384
41,61,0,384,0,0,128,0,0,0,2,0,0,0,384
42,63,0,384,0,0,128,0,0,0,2,0,0,0,384
43,64,0,384,0,0,128,0,0,0,2,0,0,0,384
44,66,0,384,0,0,128,0,0,0,4,0,0,0,384
45,67,0,384,0,0,128,0,0,0,4,0,0,0,384
46,69,0,384,0,0,128,0,0,0,4,0,0,0,384
47,71,0,384,0,0,128,0,0,0,4,0,0,0,384
48,72,0,384,0,0,128,0,0,0,6,0,0,0,384
49,74,0,384,0,0,128,0,0,0,6,0,0,0,384
50,75,0,384,0,0,128,0,0,0,6,0,0,0,384
51,77,0,384,0,0,128,0,0,0,8,0,0,0,384
52,78,0,384,0,0,128,0,0,0,8,0,0,0,384
53,80,0,384,0,0,128,0,0,0,8,0,0,0,384
54,82,0,384,0,0,128,0,0,0,10,0,0,0,384
55,83,0,384,0,0,128,0,0,0,10,0,0,0,384
56,85,0,384,0,0,128,0,0,0,10,0,0,0,384
57,86,0,384,0,0,128,0,0,0,12,0,0,0,384
58,88,0,384,0,0,128,0,0,0,12,0,0,0,384
59,90,0,384,0,0,128,0,0,0,12,0,0,0,384
60,91,0,384,0,0,128,0,0,0,14,0,0,0,384
61,93,68,384,0,0,128,0,0,0,14,0,0,0,384
62,95,124,384,0,0,128,0,0,0,14,0,0,0,384
63,96,184,384,0,0,128,0,0,0,14,0,0,0,384
64,98,244,384,0,0,128,0,0,0,14,0,0,0,384
65,100,304,384,0,0,128,0,0,0,14,0,0,0,384
66,102,368,384,0,0,128,0,0,0,14,0,0,0,384
67,104,384,384,0,0,128,0,0,0,18,0,0,0,384
68,106,384,384,0,0,128,0,0,0,18,0,0,0,384
69,108,384,384,0,0,128,0,0,0,20,0,0,0,384
70,110,384,384,0,0,128,0,0,0,20,0,0,0,384
71,112,384,384,0,0,128,0,0,0,22,0,0,0,384
72,113,384,384,0,0,128,0,0,0,22,0,0,0,384
73,115,384,384,0,0,128,0,0,0,22,0,0,0,384
74,117,384,384,0,0,128,0,0,0,24,0,0,0,384
75,119,384,384,0,0,128,0,0,0,24,0,0,0,384
76,121,384,384,0,0,128,0,0,0,24,0,0,0,384
77,123,384,384,0,0,228,0,0,0,26,0,0,0,384
78,125,384,384,0,0,256,0,0,0,26,0,0,0,384
79,127,384,384,0,0,256,0,0,0,28,0,0,0,384
80,129,384,384,0,0,256,0,0,0,28,0,0,0,384
81,131,384,384,0,0,256,0,0,0,28,0,0,0,384
82,133,384,384,0,0,256,0,0,0,30,0,0,0,384
83,135,384,384,0,0,256,0,0,0,30,0,0,0,384
84,137,384,384,0,0,256,0,0,0,32,0,0,0,384
85,139,384,384,0,0,256,0,0,0,32,0,0,0,384
86,141,384,384,0,0,256,0,0,0,34,0,0,0,384
87,143,384,384,0,0,256,0,0,0,34,0,0,0,384
88,145,384,384,0,0,256,0,0,0,34,0,0,0,384
89,147,384,384,0,0,256,0,0,0,36,0,0,0,384
90,149,384,384,0,0,256,0,0,0,36,0,0,0,384
91,152,384,384,0,0,256,0,0,0,52,0,0,0,384
92,154,384,384,0,0,256,0,0,0,96,0,0,0,384
93,156,384,384,0,0,256,0,0,0,134,0,0,0,384
94,158,384,384,0,0,256,0,0,0,170,0,0,0,384
95,161,384,384,0,0,256,0,0,0,208,0,0,0,384
96,163,384,384,0,0,256,0,0,0,232,0,0,0,384
97,165,384,384,0,0,256,0,0,0,234,0,0,0,384
98,168,384,384,0,0,256,0,0,0,234,0,0,0,384
99,170,384,384,0,0,256,0,0,0,236,0,0,0,384
100,172,384,384,0,0,256,0,0,0,236,0,0,0,384
101,175,384,384,0,0,256,0,0,0,238,0,0,0,384
102,177,384,384,0,0,256,0,0,0,238,0,0,0,384
103,179,384,384,0,0,256,0,0,0,240,0,0,0,384
104,182,384,384,0,0,256,0,0,0,240,0,0,0,384
105,184,384,384,0,0,256,0,0,0,242,0,0,0,384
106,186,384,348,36,0,256,0,0,0,242,0,0,0,348
107,189,384,308,76,0,256,0,0,0,242,0,0,0,308
108,191,384,260,124,0,252,4,0,0,242,0,0,0,264
109,193,384,244,140,0,252,4,0,0,242,0,0,0,248
110,196,384,200,184,0,252,4,0,0,242,0,0,0,204
111,198,384,156,228,0,232,24,0,0,242,0,0,0,180
112,201,384,112,272,0,216,40,0,0,242,0,0,0,152
113,203,384,104,280,0,212,44,0,0,242,0,0,0,148
114,205,384,84,300,0,204,52,0,0,242,0,0,0,136
115,208,380,64,324,0,180,76,0,0,238,4,0,0,144
116,210,368,40,360,0,168,88,0,0,236,6,0,0,134
117,213,352,52,364,0,156,100,0,0,234,8,0,0,160
118,215,332,64,372,0,156,100,0,0,232,10,0,0,174
119,218,296,92,380,0,144,112,0,0,228,14,0,0,218
120,220,272,112,384,0,128,128,0,0,224,18,0,0,258
121,223,208,176,384,0,128,128,0,0,222,20,0,0,324
122,225,164,220,384,0,128,128,0,0,222,20,0,0,368
123,228,152,232,384,0,128,128,0,0,222,20,0,0,380
124,230,148,236,384,0,128,128,0,0,222,20,0,0,384
125,233,148,236,384,0,128,128,0,0,222,20,0,0,384
126,235,148,236,384,0,128,128,0,0,222,20,0,0,384
127,238,148,236,384,0,128,128,0,0,222,20,0,0,384
128,240,148,236,384,0,128,128,0,0,222,20,0,0,384
129,243,148,236,384,0,128,128,0,0,222,20,0,0,384
130,245,148,236,384,0,128,128,0,0,222,20,0,0,384
131,248,148,236,384,0,128,128,0,0,222,20,0,0,384
132,250,148,236,384,0,128,128,0,0,222,20,0,0,384
133,253,148,236,384,0,128,128,0,0,222,20,0,0,384
134,255,148,236,384,0,128,128,0,0,222,20,0,0,384
135,258,148,236,384,0,128,128,0,0,222,16,4,0,380
136,261,144,240,384,0,128,128,0,0,222,16,4,0,384
137,263,144,240,384,0,128,128,0,0,222,16,4,0,384
138,266,144,240,384,0,128,128,0,0,222,12,8,0,380
139,268,144,240,384,0,128,128,0,0,222,4,16,0,372
140,271,136,248,384,0,128,128,0,0,222,2,18,0,378
141,273,132,252,384,0,128,128,0,0,222,0,20,0,380
142,276,132,252,384,0,128,128,0,0,222,0,20,0,380
143,278,132,252,384,0,128,128,0,0,222,0,20,0,380
144,281,128,256,384,0,128,128,0,0,222,0,20,0,384
145,283,128,256,384,0,128,128,0,0,222,0,20,0,384
146,286,128,256,384,0,128,128,0,0,222,0,20,0,384
147,288,128,256,384,0,128,128,0,0,222,0,20,0,384
148,291,128,256,384,0,128,128,0,0,222,0,20,0,384
149,293,128,256,384,0,128,128,0,0,222,0,20,0,384
150,296,128,256,384,0,128,128,0,0,222,0,20,0,384
151,298,128,256,384,0,128,128,0,0,222,0,20,0,384
152,301,128,256,384,0,128,128,0,0,222,0,20,0,384
153,303,128,256,384,0,128,128,0,0,222,0,20,0,384
154,306,128,256,384,0,128,128,0,0,222,0,20,0,384
155,308,128,256,384,0,128,128,0,0,222,0,20,0,384
156,311,124,260,384,0,128,120,8,0,222,0,20,0,380
157,314,124,260,384,0,128,80,48,0,222,0,20,0,340
158,316,124,260,384,0,128,68,60,0,222,0,20,0,328
159,319,124,260,384,0,128,0,128,0,222,0,20,0,260
160,321,124,260,384,0,128,0,128,0,222,0,20,0,260
161,324,112,272,384,0,128,0,128,0,222,0,20,0,272
162,326,72,312,384,0,128,0,128,0,214,8,20,0,320
163,329,20,364,384,0,128,0,128,0,210,12,20,0,376
164,331,12,372,384,0,128,0,128,0,210,12,20,0,384
165,334,12,372,384,0,128,0,128,0,210,12,20,0,384
166,337,12,372,384,0,128,0,128,0,210,12,20,0,384
167,339,12,372,384,0,128,0,128,0,210,12,20,0,384
168,342,12,372,384,0,128,0,128,0,210,12,20,0,384
169,344,12,372,384,0,128,0,128,0,210,12,20,0,384
170,347,12,372,384,0,128,0,128,0,210,12,20,0,384
171,350,12,372,384,0,128,0,128,0,210,12,20,0,384
172,352,12,372,384,0,128,0,128,0,210,12,20,0,384
173,355,12,372,384,0,128,0,128,0,210,12,20,0,384
174,357,12,372,384,0,128,0,128,0,210,12,20,0,384
175,360,12,372,384,0,128,0,128,0,210,12,20,0,384
176,362,12,372,384,0,128,0,128,0,210,12,20,0,384
177,365,12,372,384,0,128,0,128,0,210,12,20,0,384
178,368,12,372,384,0,128,0,128,0,210,12,20,0,384
179,370,12,372,384,0,128,0,128,0,210,12,20,0,384
180,373,12,372,384,0,128,0,128,0,210,12,20,0,384
181,376,12,372,384,0,128,0,128,0,210,12,20,0,384
182,378,12,372,384,0,128,0,128,0,210,12,20,0,384
183,381,12,372,384,0,128,0,128,0,210,12,20,0,384
184,383,12,372,384,0,128,0,128,0,210,6,26,0,378
185,386,12,368,388,0,128,0,128,0,210,0,32,0,368
186,389,12,308,448,0,128,0,128,0,208,2,32,0,310
187,391,12,248,508,0,128,0,128,0,208,2,32,0,250
188,394,12,248,508,0,128,0,128,0,208,2,32,0,250
189,396,12,248,508,0,128,0,128,0,208,2,32,0,250
190,399,12,248,508,0,128,0,128,0,208,2,32,0,250
191,402,12,224,532,0,124,4,128,0,208,2,32,0,230
192,404,12,208,548,0,112,16,128,0,190,20,32,0,244
193,407,12,200,556,0,88,40,128,0,186,24,32,0,264
194,410,12,180,576,0,64,64,128,0,172,38,32,0,282
195,412,12,160,596,0,56,72,128,0,158,52,32,0,284
196,415,12,140,616,0,48,80,128,0,142,68,32,0,288
197,418,12,140,616,0,48,80,128,0,132,78,32,0,298
198,420,12,140,616,0,48,80,128,0,120,90,32,0,310
199,423,12,136,620,0,48,80,128,0,112,98,32,0,314
200,426,12,136,620,0,48,80,128,0,82,128,32,0,344
201,429,12,136,620,0,48,80,128,0,74,136,32,0,352
202,431,12,136,620,0,48,80,128,0,60,150,32,0,366
203,434,12,136,620,0,48,80,128,0,48,162,32,0,378
204,437,12,136,620,0,48,80,128,0,42,168,32,0,384
205,439,12,136,620,0,48,80,128,0,42,168,32,0,384
206,442,12,132,624,0,48,80,128,0,42,168,32,0,380
207,445,12,132,624,0,48,80,128,0,38,172,32,0,384
