timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0
1,84,0,0,0,0,0,0,0,0,0,0,0
2,124,0,0,0,0,0,0,0,0,0,0,0
3,164,0,0,0,0,0,0,0,0,0,0,0
5,200,4,0,0,0,0,0,0,0,0,0,0
6,240,12,0,0,0,0,0,0,0,0,0,0
8,280,24,0,0,0,0,0,0,0,0,0,0
9,300,36,0,0,0,0,0,0,0,0,0,0
10,332,48,0,0,0,0,0,0,0,0,0,0
12,316,68,0,0,0,0,0,0,0,0,0,0
13,280,104,0,0,0,0,0,0,0,0,0,0
15,248,136,0,0,0,0,0,0,0,0,0,0
16,212,172,0,0,0,0,0,0,0,0,0,0
18,176,208,0,0,0,0,0,0,0,0,0,0
19,140,244,0,0,0,0,0,0,0,0,0,0
20,96,288,0,0,0,0,0,0,0,0,0,0
22,48,336,0,0,0,0,0,0,0,0,0,0
24,12,372,0,0,0,0,0,0,0,0,0,0
25,0,384,0,0,0,0,0,0,0,0,0,0
27,0,384,0,0,0,0,0,0,0,0,0,0
28,0,384,0,0,0,0,0,0,0,0,0,0
30,0,384,0,0,0,0,0,0,0,0,0,0
31,0,384,0,0,76,0,0,0,0,0,0,0
33,0,384,0,0,124,0,0,0,0,0,0,0
35,36,384,0,20,128,0,0,0,0,0,0,0
36,60,384,0,56,128,0,0,0,0,0,0,0
38,92,384,0,80,128,0,0,0,0,0,0,0
40,116,384,0,112,128,0,0,0,0,0,0,0
41,140,384,0,140,128,0,0,0,0,0,0,0
43,176,384,0,160,128,0,0,0,0,0,0,0
45,200,384,0,196,128,0,0,0,0,0,0,0
46,228,384,0,220,128,0,0,0,0,0,0,0
48,252,384,0,252,128,0,0,0,0,0,0,0
50,252,384,0,252,128,0,0,0,0,0,0,0
51,252,384,0,252,128,0,0,0,0,0,0,0
53,252,384,0,252,128,0,0,0,0,0,0,0
55,252,384,0,252,128,0,0,0,0,0,0,0
57,252,384,0,252,128,0,0,0,0,0,0,0
59,252,384,0,252,128,0,0,0,0,0,0,0
61,252,384,0,252,128,0,0,0,2,0,0,0
62,256,332,0,256,128,0,0,0,2,0,0,0
64,256,304,0,256,128,0,0,0,2,0,0,0
66,256,276,0,256,128,0,0,0,4,0,0,0
68,256,260,0,256,128,0,0,0,4,0,0,0
69,256,244,0,256,128,0,0,0,4,0,0,0
71,256,220,0,256,128,0,0,0,6,0,0,0
72,256,208,0,256,124,4,0,0,6,0,0,0
