,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,84,0,0,0,0,0,0,0,0,0,0,0,0
2,3,124,0,0,0,0,0,0,0,0,0,0,0,0
3,4,164,0,0,0,0,0,0,0,0,0,0,0,0
4,5,200,8,0,0,0,0,0,0,0,0,0,0,8
5,7,252,12,0,0,0,0,0,0,0,0,0,0,12
6,8,284,20,0,0,0,0,0,0,0,0,0,0,20
7,10,296,40,0,0,0,0,0,0,0,0,0,0,40
8,11,332,52,0,0,0,0,0,0,0,0,0,0,52
9,13,304,80,0,0,0,0,0,0,0,0,0,0,80
10,14,268,116,0,0,0,0,0,0,0,0,0,0,116
11,16,228,156,0,0,0,0,0,0,0,0,0,0,156
12,17,196,188,0,0,0,0,0,0,0,0,0,0,188
13,19,156,228,0,0,0,0,0,0,0,0,0,0,228
14,20,120,264,0,0,0,0,0,0,0,0,0,0,264
15,22,84,300,0,0,0,0,0,0,0,0,0,0,300
16,23,36,348,0,0,0,0,0,0,0,0,0,0,348
17,25,4,380,0,0,0,0,0,0,0,0,0,0,380
18,26,0,384,0,0,0,0,0,0,0,0,0,0,384
19,28,0,384,0,0,0,0,0,0,0,0,0,0,384
20,29,0,384,0,0,0,0,0,0,0,0,0,0,384
21,31,0,384,0,0,52,0,0,0,0,0,0,0,384
22,33,0,384,0,0,108,0,0,0,0,0,0,0,384
23,34,20,384,0,20,128,0,0,0,0,0,0,0,384
24,36,52,384,0,40,128,0,0,0,0,0,0,0,384
25,38,80,384,0,76,128,0,0,0,0,0,0,0,384
26,39,100,384,0,100,128,0,0,0,0,0,0,0,384
27,41,136,384,0,128,128,0,0,0,0,0,0,0,384
28,43,160,384,0,160,128,0,0,0,0,0,0,0,384
29,44,188,384,0,180,128,0,0,0,0,0,0,0,384
30,46,220,384,0,220,128,0,0,0,0,0,0,0,384
31,48,248,384,0,248,128,0,0,0,0,0,0,0,384
32,50,248,384,0,248,128,0,0,0,0,0,0,0,384
33,52,248,384,0,248,128,0,0,0,0,0,0,0,384
34,53,248,384,0,248,128,0,0,0,0,0,0,0,384
35,55,248,384,0,248,128,0,0,0,0,0,0,0,384
36,57,248,384,0,248,128,0,0,0,0,0,0,0,384
37,59,248,384,0,248,128,0,0,0,0,0,0,0,384
38,60,248,384,0,248,128,0,0,0,0,0,0,0,384
39,62,248,344,0,248,128,0,0,0,2,0,0,0,344
40,64,256,320,0,256,128,0,0,0,2,0,0,0,320
41,66,256,288,0,256,128,0,0,0,2,0,0,0,288
42,67,256,268,0,256,128,0,0,0,4,0,0,0,268
43,69,256,256,0,256,128,0,0,0,4,0,0,0,256
44,71,252,248,0,256,128,0,0,0,4,0,0,0,248
45,72,252,232,0,256,128,0,0,0,6,0,0,0,232
46,74,252,212,0,256,124,4,0,0,6,0,0,0,216
47,76,252,196,0,256,112,16,0,0,4,2,0,0,214
48,77,252,184,0,256,104,24,0,0,6,2,0,0,210
49,79,252,164,0,256,100,28,0,0,6,2,0,0,194
50,81,244,172,0,256,96,32,0,0,4,4,0,0,208
51,82,228,180,0,256,80,48,0,0,6,4,0,0,232
52,84,216,184,0,256,56,72,0,0,6,4,0,0,260
53,86,208,188,0,256,32,96,0,0,4,6,0,0,290
54,87,196,196,0,256,12,116,0,0,4,8,0,0,320
55,89,176,216,0,256,4,124,0,0,2,10,0,0,350
56,90,164,228,0,256,0,128,0,0,2,10,0,0,366
57,92,196,236,0,256,0,128,0,0,0,14,0,0,378
58,94,252,236,0,256,0,128,0,0,0,14,0,0,378
59,96,312,240,0,256,0,128,0,0,0,14,0,0,382
60,98,376,240,0,256,0,128,0,0,0,14,0,0,382
61,100,440,240,0,256,0,128,0,0,0,14,0,0,382
62,102,500,240,0,256,0,128,0,0,0,14,0,0,382
63,104,528,240,0,260,0,128,0,0,4,14,0,0,382
64,106,532,240,0,260,0,128,0,0,2,16,0,0,384
65,108,532,240,0,260,0,128,0,0,4,16,0,0,384
66,110,532,240,0,260,0,128,0,0,4,16,0,0,384
67,112,532,240,0,264,0,128,0,0,6,16,0,0,384
68,114,536,240,0,264,0,128,0,0,6,16,0,0,384
69,116,536,240,0,264,0,128,0,0,6,16,0,0,384
70,118,536,240,0,264,0,128,0,0,8,16,0,0,384
71,120,536,240,0,264,0,128,0,0,8,16,0,0,384
72,122,536,240,0,264,64,128,0,0,10,16,0,0,384
73,124,536,240,0,264,128,128,0,0,10,16,0,0,384
74,126,548,240,0,264,128,128,0,0,10,16,0,0,384
75,128,548,240,0,264,128,128,0,0,12,16,0,0,384
76,131,548,240,0,264,128,128,0,0,12,16,0,0,384
77,133,548,240,0,264,128,128,0,0,14,12,4,0,380
78,135,548,236,0,264,128,128,0,0,14,12,4,0,376
79,137,548,236,0,264,128,128,0,0,16,10,6,0,374
80,139,548,236,0,264,128,128,0,0,16,10,6,0,374
81,142,548,236,0,264,128,128,0,0,18,8,8,0,372
82,144,548,232,0,264,128,128,0,0,18,8,8,0,368
83,146,548,232,0,264,128,128,0,0,18,6,10,0,366
84,148,552,232,0,264,128,128,0,0,20,6,10,0,366
85,150,556,232,0,264,128,128,0,0,20,6,10,0,366
86,152,556,232,0,264,128,128,0,0,50,6,12,0,366
87,155,556,220,0,264,128,128,0,0,90,6,12,0,354
88,157,556,220,0,264,128,128,0,0,130,4,14,0,352
