,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,84,0,0,0,0,0,0,0,0,0,0,0,0
2,3,124,0,0,0,0,0,0,0,0,0,0,0,0
3,4,160,4,0,0,0,0,0,0,0,0,0,0,4
4,6,184,24,0,0,0,0,0,0,0,0,0,0,24
5,7,236,28,0,0,0,0,0,0,0,0,0,0,28
6,8,264,40,0,0,0,0,0,0,0,0,0,0,40
7,10,292,48,0,0,0,0,0,0,0,0,0,0,48
8,11,324,60,0,0,0,0,0,0,0,0,0,0,60
9,13,312,72,0,0,0,0,0,0,0,0,0,0,72
10,14,284,100,0,0,0,0,0,0,0,0,0,0,100
11,16,248,136,0,0,0,0,0,0,0,0,0,0,136
12,17,208,176,0,0,0,0,0,0,0,0,0,0,176
13,19,160,224,0,0,0,0,0,0,0,0,0,0,224
14,20,120,264,0,0,0,0,0,0,0,0,0,0,264
15,22,76,308,0,0,0,0,0,0,0,0,0,0,308
16,23,32,352,0,0,0,0,0,0,0,0,0,0,352
17,25,0,384,0,0,0,0,0,0,0,0,0,0,384
18,26,0,384,0,0,0,0,0,0,0,0,0,0,384
19,28,0,384,0,0,0,0,0,0,0,0,0,0,384
20,30,0,384,0,0,0,0,0,0,0,0,0,0,384
21,31,0,384,0,0,52,0,0,0,0,0,0,0,384
22,33,0,384,0,0,108,0,0,0,0,0,0,0,384
23,35,20,384,0,20,128,0,0,0,0,0,0,0,384
24,36,56,384,0,40,128,0,0,0,0,0,0,0,384
25,38,80,384,0,72,128,0,0,0,0,0,0,0,384
26,40,104,384,0,100,128,0,0,0,0,0,0,0,384
27,41,120,384,0,120,128,0,0,0,0,0,0,0,384
28,43,120,384,0,120,128,0,0,0,0,0,0,0,384
29,45,120,384,0,120,128,0,0,0,0,0,0,0,384
30,46,120,384,0,120,128,0,0,0,0,0,0,0,384
31,48,120,384,0,120,128,0,0,0,0,0,0,0,384
32,50,120,384,0,120,128,0,0,0,0,0,0,0,384
33,52,120,384,0,120,128,0,0,0,0,0,0,0,384
34,53,120,384,0,120,128,0,0,0,0,0,0,0,384
35,55,120,384,0,120,128,0,0,0,0,0,0,0,384
36,57,120,384,0,120,128,0,0,0,0,0,0,0,384
37,59,120,384,0,120,128,0,0,0,0,0,0,0,384
38,60,120,384,0,120,128,0,0,0,0,0,0,0,384
39,62,120,356,0,120,128,0,0,0,2,0,0,0,356
40,64,120,320,0,120,128,0,0,0,2,0,0,0,320
41,65,120,292,0,120,128,0,0,0,2,0,0,0,292
42,67,124,284,0,120,124,4,0,0,4,0,0,0,288
43,69,124,284,0,120,120,8,0,0,4,0,0,0,292
44,70,120,276,0,120,120,8,0,0,4,0,0,0,284
45,72,104,284,0,120,120,8,0,0,6,0,0,0,292
46,73,100,288,0,120,112,16,0,0,6,0,0,0,304
47,75,96,292,0,120,92,36,0,0,6,0,0,0,328
48,77,92,296,0,120,76,52,0,0,4,4,0,0,352
49,78,84,304,0,120,60,68,0,0,2,6,0,0,378
50,80,84,304,0,120,56,72,0,0,0,8,0,0,384
51,82,84,304,0,120,56,72,0,4,2,8,0,0,384
52,83,84,304,0,120,60,72,0,4,2,8,0,0,384
53,85,84,304,0,120,60,72,0,4,2,8,0,0,384
54,87,84,304,0,120,60,72,0,4,4,8,0,0,384
55,88,84,304,0,120,60,72,0,4,4,8,0,0,384
56,90,84,304,0,120,60,72,0,4,4,8,0,0,384
57,92,84,304,0,120,60,72,0,4,6,8,0,0,384
58,94,168,304,0,120,60,72,0,4,6,8,0,0,384
59,95,228,304,0,120,60,72,0,4,6,8,0,0,384
60,97,288,304,0,120,60,72,0,4,6,8,0,0,384
61,99,348,300,0,120,60,72,0,4,6,8,0,0,380
62,101,416,300,0,120,56,76,0,4,6,8,0,0,384
63,103,468,300,0,120,60,76,0,8,10,8,0,0,384
64,105,472,300,0,120,60,76,0,8,10,8,0,0,384
65,107,472,300,0,120,60,76,0,8,12,8,0,0,384
66,109,472,300,0,120,60,76,0,8,12,8,0,0,384
67,112,472,300,0,120,60,76,0,8,12,8,0,0,384
68,114,476,300,0,120,60,72,0,8,12,10,0,0,382
69,116,476,300,0,120,60,72,0,8,12,10,0,0,382
70,118,476,300,0,120,60,72,0,8,14,10,0,0,382
71,120,480,300,0,120,60,72,0,8,14,10,0,0,382
72,122,480,300,0,120,60,72,0,8,16,10,0,0,382
73,124,480,300,0,120,164,72,0,8,16,10,0,0,382
74,126,480,300,0,120,188,72,0,8,14,12,0,0,384
75,128,484,300,0,120,188,72,0,8,16,12,0,0,384
76,131,484,300,0,120,188,72,0,8,16,10,2,0,382
77,133,484,300,0,120,188,68,0,8,18,10,2,0,378
78,135,484,296,0,120,188,68,0,8,18,8,4,0,372
79,137,484,296,0,120,188,68,0,8,18,8,6,0,372
80,139,484,296,0,120,188,68,0,8,16,10,6,0,374
81,141,484,296,0,120,188,68,0,8,14,10,8,0,374
82,144,484,292,0,120,188,68,0,8,12,14,8,0,374
83,146,484,292,0,120,188,68,0,8,8,18,8,0,378
84,148,484,288,0,120,188,68,0,8,6,22,8,0,378
85,150,484,292,0,124,188,68,0,8,6,22,8,0,382
86,153,484,292,0,124,188,68,0,8,36,22,8,0,382
87,155,484,292,0,124,188,68,0,8,76,22,8,0,382
88,158,484,292,0,124,188,68,0,8,120,22,8,0,382
89,160,484,288,0,124,188,68,0,8,164,22,8,0,378
90,163,484,288,0,124,196,68,0,16,198,24,8,0,380
91,166,484,288,0,124,196,68,0,16,200,26,8,0,382
92,168,484,288,0,124,196,68,0,16,200,26,8,0,382
93,171,484,288,0,124,196,68,0,16,202,26,8,0,382
94,174,484,288,0,124,196,68,0,16,202,26,8,0,382
95,176,484,288,0,124,196,68,0,16,204,26,8,0,382
96,179,484,288,0,124,196,68,0,16,206,24,10,0,380
97,182,484,284,0,124,196,68,0,16,206,24,10,0,376
98,185,484,284,0,124,196,64,0,16,208,24,10,0,372
99,187,484,264,20,124,196,60,4,16,206,26,10,0,350
100,190,488,232,52,124,196,56,4,16,204,28,10,0,316
101,192,488,188,96,124,196,56,4,16,200,32,10,0,276
102,195,488,156,128,124,196,52,8,16,200,32,10,0,240
103,198,480,144,148,124,196,52,8,16,198,34,10,0,230
104,200,480,124,168,124,188,40,28,16,196,34,12,0,198
105,203,476,116,180,124,180,36,40,16,192,38,12,0,190
106,205,456,112,204,124,176,40,40,16,188,42,12,0,194
107,208,444,96,232,124,172,36,48,16,186,44,12,0,176
108,211,440,76,256,124,168,36,52,16,186,44,12,0,156
109,213,420,92,260,124,160,36,60,16,178,52,12,0,180
110,216,396,112,264,124,144,52,60,16,166,62,14,0,226
111,218,372,136,264,124,140,56,60,16,144,80,18,0,272
112,221,352,156,264,124,136,60,60,16,130,86,26,0,302
113,224,320,184,264,124,136,60,60,16,116,98,28,0,342
114,227,300,204,264,124,132,64,60,16,110,100,32,0,368
115,229,292,212,264,124,128,68,60,16,110,98,34,0,378
116,232,292,212,264,124,128,68,60,16,110,98,34,0,378
