timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0
1,80,0,0,0,0,0,0,0,0,0,0,0
3,124,0,0,0,0,0,0,0,0,0,0,0
4,168,0,0,0,0,0,0,0,0,0,0,0
5,196,12,0,0,0,0,0,0,0,0,0,0
7,240,16,0,0,0,0,0,0,0,0,0,0
8,256,36,0,0,0,0,0,0,0,0,0,0
10,284,52,0,0,0,0,0,0,0,0,0,0
11,316,68,0,0,0,0,0,0,0,0,0,0
13,292,92,0,0,0,0,0,0,0,0,0,0
14,264,120,0,0,0,0,0,0,0,0,0,0
16,232,152,0,0,0,0,0,0,0,0,0,0
17,196,188,0,0,0,0,0,0,0,0,0,0
19,176,208,0,0,0,0,0,0,0,0,0,0
20,140,244,0,0,0,0,0,0,0,0,0,0
22,96,288,0,0,0,0,0,0,0,0,0,0
23,48,336,0,0,0,0,0,0,0,0,0,0
25,8,376,0,0,0,0,0,0,0,0,0,0
26,0,384,0,0,0,0,0,0,0,0,0,0
28,0,384,0,0,0,0,0,0,0,0,0,0
29,0,384,0,0,0,0,0,0,0,0,0,0
31,0,384,0,0,20,0,0,0,0,0,0,0
33,0,384,0,0,104,0,0,0,0,0,0,0
34,0,384,0,0,128,0,0,0,0,0,0,0
36,0,384,0,0,128,0,0,0,0,0,0,0
37,0,384,0,0,128,0,0,0,0,0,0,0
39,0,384,0,0,128,0,0,0,0,0,0,0
41,0,384,0,0,128,0,0,0,0,0,0,0
42,0,384,0,0,128,0,0,0,0,0,0,0
44,0,384,0,0,128,0,0,0,0,0,0,0
46,0,384,0,0,128,0,0,0,0,0,0,0
47,0,384,0,0,128,0,0,0,0,0,0,0
49,0,384,0,0,128,0,0,0,0,0,0,0
50,0,384,0,0,128,0,0,0,0,0,0,0
52,0,384,0,0,128,0,0,0,0,0,0,0
54,0,384,0,0,128,0,0,0,0,0,0,0
55,0,384,0,0,128,0,0,0,0,0,0,0
57,0,384,0,0,128,0,0,0,0,0,0,0
59,0,384,0,0,128,0,0,0,0,0,0,0
60,0,384,0,0,128,0,0,0,0,0,0,0
62,0,384,0,0,128,0,0,0,2,0,0,0
64,0,384,0,0,128,0,0,0,2,0,0,0
65,0,384,0,0,128,0,0,0,2,0,0,0
67,0,384,0,0,128,0,0,0,4,0,0,0
68,0,384,0,0,128,0,0,0,4,0,0,0
70,0,384,0,0,128,0,0,0,4,0,0,0
