timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
1,0,0,0,0,0,0,0,0,0,0,0,0
2,84,0,0,0,0,0,0,0,0,0,0,0
3,124,0,0,0,0,0,0,0,0,0,0,0
4,160,4,0,0,0,0,0,0,0,0,0,0
6,204,4,0,0,0,0,0,0,0,0,0,0
7,252,12,0,0,0,0,0,0,0,0,0,0
9,272,32,0,0,0,0,0,0,0,0,0,0
10,300,40,0,0,0,0,0,0,0,0,0,0
12,324,60,0,0,0,0,0,0,0,0,0,0
13,296,88,0,0,0,0,0,0,0,0,0,0
15,260,124,0,0,0,0,0,0,0,0,0,0
16,232,152,0,0,0,0,0,0,0,0,0,0
18,204,180,0,0,0,0,0,0,0,0,0,0
20,160,224,0,0,0,0,0,0,0,0,0,0
21,112,272,0,0,0,0,0,0,0,0,0,0
23,68,316,0,0,0,0,0,0,0,0,0,0
24,24,360,0,0,0,0,0,0,0,0,0,0
26,0,384,0,0,0,0,0,0,0,0,0,0
27,0,384,0,0,0,0,0,0,0,0,0,0
29,0,384,0,0,0,0,0,0,0,0,0,0
31,0,384,0,0,0,0,0,0,0,0,0,0
32,0,384,0,0,84,0,0,0,0,0,0,0
34,12,384,0,0,128,0,0,0,0,0,0,0
36,40,384,0,32,128,0,0,0,0,0,0,0
37,60,384,0,60,128,0,0,0,0,0,0,0
39,100,384,0,92,128,0,0,0,0,0,0,0
41,120,384,0,120,128,0,0,0,0,0,0,0
43,136,384,0,136,128,0,0,0,0,0,0,0
44,136,384,0,136,128,0,0,0,0,0,0,0
46,136,384,0,136,128,0,0,0,0,0,0,0
48,136,384,0,136,128,0,0,0,0,0,0,0
50,136,384,0,136,128,0,0,0,0,0,0,0
51,136,384,0,136,128,0,0,0,0,0,0,0
53,136,384,0,136,128,0,0,0,0,0,0,0
55,136,384,0,136,128,0,0,0,0,0,0,0
57,136,384,0,136,128,0,0,0,0,0,0,0
58,136,384,0,136,128,0,0,0,0,0,0,0
60,136,384,0,136,128,0,0,0,0,0,0,0
62,136,384,0,136,128,0,0,0,2,0,0,0
64,136,328,0,136,128,0,0,0,2,0,0,0
65,136,304,0,136,128,0,0,0,2,0,0,0
67,136,284,0,136,128,0,0,0,4,0,0,0
69,136,280,0,136,128,0,0,0,4,0,0,0
70,136,264,0,136,128,0,0,0,4,0,0,0
72,132,264,0,136,116,12,0,0,4,2,0,0
73,128,264,0,136,112,16,0,0,2,4,0,0
75,120,268,0,136,96,32,0,0,2,4,0,0
77,116,272,0,136,80,48,0,0,4,4,0,0
78,112,276,0,136,64,64,0,0,4,4,0,0
80,96,292,0,136,56,72,0,0,0,8,0,0
82,96,292,0,136,44,84,0,4,2,8,0,0
84,96,292,0,136,48,84,0,4,2,8,0,0
85,96,292,0,136,48,84,0,4,2,8,0,0
87,96,292,0,136,48,84,0,4,4,8,0,0
89,96,292,0,136,48,84,0,4,4,8,0,0
90,96,292,0,136,48,84,0,4,4,8,0,0
92,96,292,0,136,48,84,0,4,6,8,0,0
94,180,292,0,136,48,84,0,4,6,8,0,0
96,240,292,0,136,48,84,0,4,6,8,0,0
98,300,292,0,136,48,84,0,4,6,8,0,0
100,368,292,0,136,48,84,0,4,6,8,0,0
102,436,292,0,136,48,84,0,4,6,8,0,0
104,480,288,0,136,48,88,0,8,10,8,0,0
106,480,288,0,136,52,88,0,12,10,8,0,0
108,480,288,0,136,52,88,0,12,12,8,0,0
110,480,288,0,136,52,88,0,12,12,8,0,0
112,480,288,0,136,52,88,0,12,12,8,0,0
114,480,288,0,136,52,88,0,12,14,8,0,0
116,480,288,0,136,52,88,0,12,14,8,0,0
118,488,288,0,136,52,88,0,12,16,8,0,0
120,496,288,0,136,52,88,0,12,16,8,0,0
122,496,288,0,136,52,88,0,12,18,8,0,0
124,496,288,0,136,156,88,0,12,18,8,0,0
126,496,288,0,136,180,88,0,12,18,8,0,0
128,496,288,0,136,180,88,0,12,20,8,0,0
131,496,288,0,136,180,88,0,12,20,8,0,0
133,496,292,0,140,180,88,0,12,22,4,4,0
135,496,292,0,140,180,80,0,12,22,4,4,0
137,496,292,0,140,180,80,0,12,22,6,4,0
139,496,292,0,140,180,80,0,12,22,4,6,0
142,496,292,0,140,180,80,0,12,22,2,8,0
144,496,292,0,140,180,80,0,12,20,6,8,0
146,496,288,0,140,180,76,0,12,18,8,8,0
149,496,280,0,140,176,80,0,12,18,10,8,0
151,496,280,0,140,172,84,0,12,14,14,8,0
154,496,280,0,140,168,88,0,12,56,16,8,0
156,496,280,0,140,168,88,0,12,96,16,8,0
158,496,280,0,140,168,88,0,12,134,16,8,0
161,496,280,0,140,172,88,0,12,170,16,8,0
163,500,276,0,140,184,88,0,20,198,16,8,0
166,504,276,0,140,200,88,0,36,210,16,8,0
168,504,276,0,140,200,88,0,36,210,16,8,0
171,504,276,0,140,200,88,0,36,212,16,8,0
174,504,276,0,140,200,88,0,36,212,16,8,0
177,504,276,0,140,200,88,0,36,214,16,8,0
179,504,276,0,140,200,88,0,36,216,16,8,0
182,504,272,0,140,200,88,0,36,214,18,8,0
184,504,268,0,140,200,84,0,36,216,18,8,0
187,504,252,16,140,200,72,0,36,216,18,8,0
190,504,224,44,140,200,72,0,36,216,18,8,0
192,504,188,80,140,196,76,0,36,216,18,8,0
195,504,160,108,140,196,76,0,36,214,20,8,0
198,504,116,152,140,192,76,4,36,210,24,8,0
201,504,72,196,140,192,76,4,36,206,28,8,0
203,504,64,204,140,188,80,4,36,204,30,8,0
206,504,44,220,140,188,80,4,40,194,40,8,0
209,496,44,228,140,188,68,12,40,186,48,8,0
211,476,60,232,140,188,56,20,40,178,56,8,0
214,464,68,236,140,188,48,24,40,168,66,8,0
217,460,72,236,140,184,40,36,40,150,84,8,0
219,456,72,240,140,172,44,44,40,134,100,8,0
222,452,68,248,140,156,48,56,40,118,112,12,0
225,432,88,248,140,144,60,56,40,110,116,16,0
228,408,112,248,140,140,64,56,40,96,126,20,0
231,376,144,248,140,136,68,56,40,84,136,22,0
234,352,168,248,140,136,68,56,40,76,142,24,0
236,348,172,248,140,136,64,56,40,76,142,24,0
239,348,172,248,140,136,64,56,40,70,148,24,0
242,348,172,248,140,136,64,56,40,70,148,24,0
245,348,172,248,140,136,64,56,40,70,146,26,0
247,348,172,248,140,136,64,56,40,70,146,26,0
250,348,172,248,140,136,64,56,40,68,144,30,0
253,348,156,264,140,136,64,56,40,68,128,46,0
255,344,160,264,140,136,64,56,40,68,110,64,0
258,332,172,264,140,136,64,56,40,68,104,70,0
261,308,196,264,140,136,64,56,40,68,94,80,0
264,292,212,264,140,136,64,56,40,60,90,92,0
266,292,212,264,140,136,64,56,40,56,64,122,0
269,292,212,264,140,136,64,56,40,56,52,134,0
272,280,224,264,140,136,64,56,40,56,38,148,0
275,248,256,264,140,136,64,56,40,48,46,148,0
278,244,260,264,140,132,68,56,40,44,50,148,0
280,244,260,264,140,132,68,56,40,42,42,158,0
283,240,264,264,140,132,68,56,40,40,42,160,0
286,240,264,264,140,132,68,56,40,30,52,160,0
289,240,264,264,140,132,68,56,40,30,48,164,0
292,236,268,264,140,132,68,56,40,28,48,166,0
295,236,268,264,140,132,68,56,40,28,48,166,0
298,236,268,264,140,132,68,56,40,28,48,166,0
301,236,268,264,140,132,68,56,40,28,42,172,0
304,232,272,264,140,132,68,56,40,26,44,172,0
307,232,272,264,140,132,68,56,40,26,44,172,0
310,232,272,264,140,132,68,56,40,26,44,172,0
313,232,272,264,140,132,56,68,40,26,42,174,0
316,228,276,264,140,132,48,76,40,14,54,174,0
319,228,276,264,140,132,48,76,40,14,54,174,0
322,228,276,264,140,132,48,76,40,14,52,176,0
325,232,280,264,148,132,44,80,40,20,42,186,6
328,228,284,264,148,132,12,112,40,20,42,186,6
331,208,304,264,148,132,8,116,40,14,48,186,6
