,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,84,0,0,0,0,0,0,0,0,0,0,0,0
2,2,124,0,0,0,0,0,0,0,0,0,0,0,0
3,4,168,0,0,0,0,0,0,0,0,0,0,0,0
4,5,200,8,0,0,0,0,0,0,0,0,0,0,8
5,6,240,24,0,0,0,0,0,0,0,0,0,0,24
6,8,268,36,0,0,0,0,0,0,0,0,0,0,36
7,9,292,44,0,0,0,0,0,0,0,0,0,0,44
8,11,324,56,0,0,0,0,0,0,0,0,0,0,56
9,12,296,88,0,0,0,0,0,0,0,0,0,0,88
10,14,264,120,0,0,0,0,0,0,0,0,0,0,120
11,15,224,160,0,0,0,0,0,0,0,0,0,0,160
12,17,188,196,0,0,0,0,0,0,0,0,0,0,196
13,18,152,232,0,0,0,0,0,0,0,0,0,0,232
14,20,104,280,0,0,0,0,0,0,0,0,0,0,280
15,21,72,312,0,0,0,0,0,0,0,0,0,0,312
16,23,40,344,0,0,0,0,0,0,0,0,0,0,344
17,24,8,376,0,0,0,0,0,0,0,0,0,0,376
18,26,0,384,0,0,0,0,0,0,0,0,0,0,384
19,28,0,384,0,0,0,0,0,0,0,0,0,0,384
20,29,0,384,0,0,0,0,0,0,0,0,0,0,384
21,31,0,384,0,0,60,0,0,0,0,0,0,0,384
22,32,0,384,0,0,116,0,0,0,0,0,0,0,384
23,34,20,384,0,20,128,0,0,0,0,0,0,0,384
24,36,56,384,0,40,128,0,0,0,0,0,0,0,384
25,38,80,384,0,76,128,0,0,0,0,0,0,0,384
26,39,112,384,0,100,128,0,0,0,0,0,0,0,384
27,41,140,384,0,136,128,0,0,0,0,0,0,0,384
28,43,160,384,0,160,128,0,0,0,0,0,0,0,384
29,44,200,384,0,192,128,0,0,0,0,0,0,0,384
30,46,220,384,0,220,128,0,0,0,0,0,0,0,384
31,48,244,384,0,244,128,0,0,0,0,0,0,0,384
32,50,244,384,0,244,128,0,0,0,0,0,0,0,384
33,51,244,384,0,244,128,0,0,0,0,0,0,0,384
34,53,244,384,0,244,128,0,0,0,0,0,0,0,384
35,55,244,384,0,244,128,0,0,0,0,0,0,0,384
36,57,244,384,0,244,128,0,0,0,0,0,0,0,384
37,59,244,384,0,244,128,0,0,0,0,0,0,0,384
38,60,244,384,0,244,128,0,0,0,0,0,0,0,384
39,62,244,336,0,256,128,0,0,0,2,0,0,0,336
40,64,256,304,0,256,128,0,0,0,2,0,0,0,304
41,66,256,284,0,256,128,0,0,0,4,0,0,0,284
42,67,256,264,0,256,128,0,0,0,4,0,0,0,264
43,69,256,252,0,256,128,0,0,0,4,0,0,0,252
44,71,256,240,0,256,128,0,0,0,6,0,0,0,240
45,72,256,228,0,256,124,4,0,0,6,0,0,0,232
46,74,252,212,0,256,120,8,0,0,6,0,0,0,220
47,76,252,196,0,256,116,12,0,0,8,0,0,0,208
48,77,244,192,0,256,112,16,0,0,8,0,0,0,208
49,79,240,176,0,256,104,24,0,0,8,0,0,0,200
50,81,236,172,0,256,92,36,0,0,10,0,0,0,208
51,82,224,176,0,256,84,44,0,0,8,2,0,0,222
52,84,220,180,0,256,60,68,0,0,2,8,0,0,256
53,85,204,196,0,256,32,96,0,0,4,8,0,0,300
54,87,196,200,0,256,16,112,0,0,4,8,0,0,320
55,89,176,220,0,256,0,128,0,0,2,10,0,0,358
56,91,156,240,0,256,0,128,0,0,0,12,0,0,380
57,92,216,232,0,256,0,128,0,0,2,12,0,0,372
58,94,276,232,0,256,0,128,0,0,2,12,0,0,372
59,96,328,240,0,256,0,128,0,0,0,14,0,0,382
60,98,392,240,0,256,0,128,0,0,0,14,0,0,382
61,100,452,240,0,256,0,128,0,0,0,14,0,0,382
62,102,516,240,0,256,0,128,0,0,0,14,0,0,382
63,104,536,240,0,260,0,128,0,0,2,16,0,0,384
64,106,536,240,0,260,0,128,0,0,4,16,0,0,384
65,108,536,240,0,260,0,128,0,0,4,16,0,0,384
66,110,536,240,0,260,0,128,0,0,4,16,0,0,384
67,112,540,240,0,264,0,128,0,0,6,16,0,0,384
68,114,540,240,0,264,0,128,0,0,6,16,0,0,384
69,116,540,240,0,264,0,128,0,0,8,16,0,0,384
70,118,540,240,0,264,0,128,0,0,8,16,0,0,384
71,120,540,240,0,264,0,128,0,0,8,16,0,0,384
72,122,540,240,0,264,72,128,0,0,10,16,0,0,384
73,124,548,236,0,264,128,128,0,0,10,16,0,0,380
74,127,548,236,0,264,128,128,0,0,12,16,0,0,380
75,129,548,236,0,264,128,128,0,0,12,16,0,0,380
76,131,548,236,0,264,128,128,0,0,12,16,0,0,380
77,133,552,236,0,264,128,128,0,0,14,12,4,0,376
78,135,552,232,0,264,128,128,0,0,14,12,4,0,372
79,137,552,232,0,264,128,128,0,0,16,10,6,0,370
80,139,552,232,0,264,128,128,0,0,16,8,8,0,368
81,141,552,232,0,264,128,128,0,0,12,14,8,0,374
82,144,552,228,0,264,128,128,0,0,8,18,8,0,374
83,146,552,228,0,264,128,128,0,0,0,24,10,0,380
84,148,552,228,0,264,128,128,0,0,0,26,10,0,382
85,150,552,228,0,264,128,128,0,0,0,24,12,0,380
86,152,552,220,0,264,128,128,0,0,40,24,12,0,372
87,155,552,220,0,264,128,128,0,0,76,28,12,0,376
88,157,552,220,0,264,128,128,0,0,116,28,12,0,376
