experiment,run,tenant,total cores,total queue time,avg queue time,total job run time,total queue + job run time,workflow run time (makespan)
E4,3,tenant1,768,31369,163,34562,65931,644
E4,3,tenant2,256,12566,196,7681,20247,544
E4,3,tenant3,242,9310,77,7263,16573,375
