,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
2,3,124,0,0,0,0,0,0,0,0,0,0,0,0
3,4,168,0,0,0,0,0,0,0,0,0,0,0,0
4,5,208,0,0,0,0,0,0,0,0,0,0,0,0
5,7,248,0,0,0,0,0,0,0,0,0,0,0,0
6,8,296,0,0,0,0,0,0,0,0,0,0,0,0
7,10,348,0,0,0,0,0,0,0,0,0,0,0,0
8,11,364,20,0,0,0,0,0,0,0,0,0,0,20
9,13,348,36,0,0,0,0,0,0,0,0,0,0,36
10,14,324,60,0,0,0,0,0,0,0,0,0,0,60
11,16,292,92,0,0,0,0,0,0,0,0,0,0,92
12,17,268,116,0,0,0,0,0,0,0,0,0,0,116
13,19,236,148,0,0,0,0,0,0,0,0,0,0,148
14,20,208,176,0,0,0,0,0,0,0,0,0,0,176
15,22,176,208,0,0,0,0,0,0,0,0,0,0,208
16,23,140,244,0,0,0,0,0,0,0,0,0,0,244
17,25,100,284,0,0,0,0,0,0,0,0,0,0,284
18,26,60,324,0,0,0,0,0,0,0,0,0,0,324
19,28,16,368,0,0,0,0,0,0,0,0,0,0,368
20,29,0,384,0,0,0,0,0,0,0,0,0,0,384
21,31,0,384,0,0,4,0,0,0,0,0,0,0,384
22,33,0,384,0,0,92,0,0,0,0,0,0,0,384
23,34,0,384,0,0,128,0,0,0,0,0,0,0,384
24,36,8,384,0,12,128,0,0,0,0,0,0,0,384
25,37,12,384,0,12,128,0,0,0,0,0,0,0,384
26,39,12,376,0,16,128,0,0,0,0,0,0,0,376
27,41,24,372,0,24,124,4,0,0,0,0,0,0,376
28,42,24,372,0,24,116,12,0,0,0,0,0,0,384
29,44,28,360,0,32,112,16,0,0,0,0,0,0,376
30,46,36,360,0,36,112,16,0,0,0,0,0,0,376
31,47,36,352,0,40,112,16,0,0,0,0,0,0,368
32,49,48,348,0,48,100,28,0,0,0,0,0,0,376
33,51,48,348,0,48,100,28,0,0,0,0,0,0,376
34,52,52,336,0,56,100,28,0,0,0,0,0,0,364
