timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0
1,80,0,0,0,0,0,0,0,0,0,0,0
3,124,0,0,0,0,0,0,0,0,0,0,0
4,168,0,0,0,0,0,0,0,0,0,0,0
5,208,0,0,0,0,0,0,0,0,0,0,0
7,248,0,0,0,0,0,0,0,0,0,0,0
8,296,0,0,0,0,0,0,0,0,0,0,0
10,348,0,0,0,0,0,0,0,0,0,0,0
11,364,20,0,0,0,0,0,0,0,0,0,0
13,348,36,0,0,0,0,0,0,0,0,0,0
14,324,60,0,0,0,0,0,0,0,0,0,0
16,292,92,0,0,0,0,0,0,0,0,0,0
17,268,116,0,0,0,0,0,0,0,0,0,0
19,236,148,0,0,0,0,0,0,0,0,0,0
20,208,176,0,0,0,0,0,0,0,0,0,0
22,176,208,0,0,0,0,0,0,0,0,0,0
23,140,244,0,0,0,0,0,0,0,0,0,0
25,100,284,0,0,0,0,0,0,0,0,0,0
26,60,324,0,0,0,0,0,0,0,0,0,0
28,16,368,0,0,0,0,0,0,0,0,0,0
29,0,384,0,0,0,0,0,0,0,0,0,0
31,0,384,0,0,4,0,0,0,0,0,0,0
33,0,384,0,0,92,0,0,0,0,0,0,0
34,0,384,0,0,128,0,0,0,0,0,0,0
36,8,384,0,12,128,0,0,0,0,0,0,0
37,12,384,0,12,128,0,0,0,0,0,0,0
39,12,376,0,16,128,0,0,0,0,0,0,0
41,24,372,0,24,124,4,0,0,0,0,0,0
42,24,372,0,24,116,12,0,0,0,0,0,0
44,28,360,0,32,112,16,0,0,0,0,0,0
46,36,360,0,36,112,16,0,0,0,0,0,0
47,36,352,0,40,112,16,0,0,0,0,0,0
49,48,348,0,48,100,28,0,0,0,0,0,0
51,48,348,0,48,100,28,0,0,0,0,0,0
52,52,336,0,56,100,28,0,0,0,0,0,0
54,60,336,0,60,100,28,0,0,0,0,0,0
56,60,332,0,64,100,28,0,0,0,0,0,0
57,72,324,0,72,80,48,0,0,0,0,0,0
59,72,324,0,72,80,48,0,0,0,0,0,0
61,72,312,0,72,80,48,0,0,0,0,0,0
62,72,312,0,72,80,48,0,0,2,0,0,0
64,72,312,0,72,80,48,0,0,2,0,0,0
66,72,312,0,72,80,48,0,4,2,0,0,0
67,72,312,0,72,60,68,0,4,4,0,0,0
69,72,312,0,72,60,68,0,4,2,2,0,0
71,72,312,0,72,60,68,0,4,2,2,0,0
