experiment,run,tenant,total cores,total queue time,avg queue time,total job run time,total queue + job run time,workflow run time (makespan)
E1-tenant3,1,tenant3,242,553,5,7262,7815,182
E1-tenant3,2,tenant3,242,541,4,7264,7805,183
E1-tenant3,3,tenant3,242,555,5,7260,7815,183
E1-tenant3,4,tenant3,242,539,4,7260,7799,183
E1-tenant3,5,tenant3,242,545,5,7263,7808,182
