,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,all_running
0,0,0,0,0,0,0
1,2,84,0,0,0,0
2,3,124,0,0,0,0
3,4,164,0,0,0,0
4,6,200,8,0,0,8
5,7,244,20,0,0,20
6,8,272,32,0,0,32
7,10,296,40,0,0,40
8,11,320,60,0,0,60
9,13,304,80,0,0,80
10,14,268,116,0,0,116
11,16,236,148,0,0,148
12,17,204,180,0,0,180
13,19,164,220,0,0,220
14,21,116,268,0,0,268
15,22,72,312,0,0,312
16,24,24,360,0,0,360
17,25,0,384,0,0,384
18,27,0,384,0,0,384
19,29,0,384,0,0,384
20,30,0,384,0,0,384
21,32,0,384,0,0,384
22,33,0,384,0,0,384
23,35,0,384,0,0,384
24,36,0,384,0,0,384
25,38,0,384,0,0,384
26,40,0,384,0,0,384
27,41,0,384,0,0,384
28,43,0,384,0,0,384
29,44,0,384,0,0,384
30,46,0,384,0,0,384
31,47,0,384,0,0,384
32,49,0,384,0,0,384
33,50,0,384,0,0,384
34,52,0,384,0,0,384
35,54,0,384,0,0,384
36,55,0,384,0,0,384
37,57,0,384,0,0,384
38,58,0,384,0,0,384
39,60,0,384,0,0,384
40,62,0,384,0,0,384
41,63,0,384,0,0,384
42,65,0,384,0,0,384
43,66,0,384,0,0,384
44,68,0,384,0,0,384
45,69,0,384,0,0,384
46,71,0,384,0,0,384
47,73,0,384,0,0,384
48,74,0,384,0,0,384
49,76,0,384,0,0,384
50,77,0,384,0,0,384
51,79,0,384,0,0,384
52,80,0,384,0,0,384
53,82,0,384,0,0,384
54,84,0,384,0,0,384
55,85,0,384,0,0,384
56,87,0,384,0,0,384
57,88,0,384,0,0,384
58,90,0,384,0,0,384
59,92,0,384,0,0,384
60,93,84,384,0,0,384
61,95,140,384,0,0,384
62,97,196,384,0,0,384
63,99,252,384,0,0,384
64,100,316,384,0,0,384
65,102,380,384,0,0,384
66,104,384,384,0,0,384
67,106,384,384,0,0,384
68,108,384,384,0,0,384
69,110,384,384,0,0,384
70,112,384,384,0,0,384
71,114,384,384,0,0,384
72,116,384,384,0,0,384
73,117,384,384,0,0,384
74,119,384,384,0,0,384
75,121,384,384,0,0,384
76,123,384,384,0,0,384
77,125,384,384,0,0,384
78,127,384,384,0,0,384
79,129,384,384,0,0,384
80,131,384,384,0,0,384
81,133,384,384,0,0,384
82,135,384,384,0,0,384
83,137,384,384,0,0,384
