timestamp,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,0,0,0,0
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,0,0,0,0
59,0,0,0,0
60,2,0,0,0
61,2,0,0,0
62,0,2,0,0
64,0,2,0,0
65,0,2,0,0
66,2,2,0,0
67,0,4,0,0
68,0,4,0,0
69,0,4,0,0
70,2,4,0,0
72,0,6,0,0
73,0,6,0,0
74,0,6,0,0
75,0,6,0,0
76,0,8,0,0
77,0,8,0,0
78,0,8,0,0
80,0,8,0,0
81,2,8,0,0
82,0,10,0,0
83,0,10,0,0
84,0,10,0,0
85,2,10,0,0
87,2,10,0,0
88,0,12,0,0
89,0,12,0,0
90,0,12,0,0
91,0,14,0,0
92,0,14,0,0
94,0,14,0,0
95,0,14,0,0
96,2,14,0,0
97,0,16,0,0
98,0,16,0,0
99,0,16,0,0
101,2,16,0,0
102,0,18,0,0
103,0,18,0,0
104,0,18,0,0
105,2,18,0,0
107,0,20,0,0
108,0,20,0,0
109,0,20,0,0
110,0,20,0,0
111,2,20,0,0
112,0,22,0,0
114,0,22,0,0
115,0,22,0,0
116,2,22,0,0
117,2,22,0,0
118,0,24,0,0
120,0,24,0,0
121,2,24,0,0
122,0,26,0,0
123,0,26,0,0
124,0,24,2,0
125,2,24,2,0
127,0,26,2,0
128,0,26,2,0
129,0,24,4,0
130,0,24,4,0
131,0,26,4,0
133,0,26,4,0
134,0,24,6,0
135,0,24,6,0
136,2,24,6,0
138,0,26,6,0
139,0,26,6,0
140,0,24,8,0
141,2,24,8,0
142,0,26,8,0
144,0,24,10,0
145,0,24,10,0
146,2,24,10,0
147,0,26,10,0
148,0,26,10,0
150,0,24,12,0
151,24,24,12,0
152,50,24,12,0
154,70,26,12,0
155,88,26,14,0
157,112,30,14,0
158,134,30,14,0
160,152,36,14,0
161,168,44,14,0
163,166,54,14,0
164,150,70,14,0
166,132,88,14,0
168,110,112,14,0
169,88,132,16,0
171,64,156,16,0
172,42,180,16,0
174,24,196,18,0
176,4,214,20,0
177,2,216,22,0
179,0,218,22,0
181,0,216,24,0
182,0,216,24,0
184,0,218,24,0
186,0,216,26,0
187,0,216,26,0
189,0,216,26,0
191,0,214,28,0
192,0,214,28,0
194,0,214,28,0
196,0,212,30,0
197,0,212,30,0
199,0,212,30,0
201,0,210,32,0
202,0,210,32,0
204,0,210,32,0
206,0,208,34,0
207,0,208,34,0
209,0,208,34,0
211,0,206,36,0
212,0,206,36,0
214,0,204,38,0
216,0,196,46,0
217,0,176,66,0
219,0,154,88,0
221,0,130,112,0
222,0,112,130,0
224,0,90,152,0
226,0,70,172,0
228,0,48,194,0
229,0,26,216,0
231,0,12,230,0
233,0,6,236,0
234,0,6,236,0
236,0,4,238,0
238,0,4,238,0
239,0,4,238,0
241,0,4,238,0
243,0,2,240,0
245,0,2,240,0
246,0,0,242,0
