,timestamp,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0
1,1,0,0,0,0,0
2,2,0,0,0,0,0
3,3,0,0,0,0,0
4,4,0,0,0,0,0
5,6,0,0,0,0,0
6,7,0,0,0,0,0
7,8,0,0,0,0,0
8,9,0,0,0,0,0
9,10,0,0,0,0,0
10,11,0,0,0,0,0
11,12,0,0,0,0,0
12,13,0,0,0,0,0
13,15,0,0,0,0,0
14,16,0,0,0,0,0
15,17,0,0,0,0,0
16,18,0,0,0,0,0
17,19,0,0,0,0,0
18,20,0,0,0,0,0
19,21,0,0,0,0,0
20,23,0,0,0,0,0
21,24,0,0,0,0,0
22,25,0,0,0,0,0
23,26,0,0,0,0,0
24,27,0,0,0,0,0
25,28,0,0,0,0,0
26,29,0,0,0,0,0
27,30,0,0,0,0,0
28,32,0,0,0,0,0
29,33,0,0,0,0,0
30,34,0,0,0,0,0
31,35,0,0,0,0,0
32,36,0,0,0,0,0
33,37,0,0,0,0,0
34,38,0,0,0,0,0
35,40,0,0,0,0,0
36,41,0,0,0,0,0
37,42,0,0,0,0,0
38,43,0,0,0,0,0
39,44,0,0,0,0,0
40,45,0,0,0,0,0
41,46,0,0,0,0,0
42,48,0,0,0,0,0
43,49,0,0,0,0,0
44,50,0,0,0,0,0
45,51,0,0,0,0,0
46,52,0,0,0,0,0
47,53,0,0,0,0,0
48,54,0,0,0,0,0
49,55,0,0,0,0,0
50,57,0,0,0,0,0
51,58,0,0,0,0,0
52,59,0,0,0,0,0
53,60,0,0,0,0,0
54,61,2,0,0,0,0
55,62,0,2,0,0,2
56,63,0,2,0,0,2
57,65,0,2,0,0,2
58,66,2,2,0,0,2
59,67,0,4,0,0,4
60,68,0,4,0,0,4
61,69,0,4,0,0,4
62,70,2,4,0,0,4
63,71,0,6,0,0,6
64,72,0,6,0,0,6
65,74,0,6,0,0,6
66,75,0,6,0,0,6
67,76,2,6,0,0,6
68,77,0,8,0,0,8
69,78,0,8,0,0,8
70,79,0,8,0,0,8
71,81,2,8,0,0,8
72,82,0,10,0,0,10
73,83,0,10,0,0,10
74,84,0,10,0,0,10
75,85,2,10,0,0,10
76,86,2,10,0,0,10
77,88,0,12,0,0,12
78,89,0,12,0,0,12
79,90,0,12,0,0,12
80,91,2,12,0,0,12
81,92,0,14,0,0,14
82,93,0,14,0,0,14
83,95,0,14,0,0,14
84,96,2,14,0,0,14
85,97,0,16,0,0,16
86,98,0,16,0,0,16
87,99,0,16,0,0,16
88,100,2,16,0,0,16
89,102,0,18,0,0,18
90,103,0,18,0,0,18
91,104,0,18,0,0,18
92,105,0,18,0,0,18
93,106,2,18,0,0,18
94,107,0,20,0,0,20
95,109,0,20,0,0,20
96,110,0,20,0,0,20
97,111,2,20,0,0,20
98,112,0,22,0,0,22
99,113,0,22,0,0,22
100,114,0,22,0,0,22
101,116,2,22,0,0,22
102,117,2,22,0,0,22
103,118,0,24,0,0,24
104,119,0,24,0,0,24
105,120,2,24,0,0,24
106,122,0,26,0,0,26
107,123,0,26,0,0,26
108,124,0,24,2,0,24
109,125,0,24,2,0,24
110,126,2,24,2,0,24
111,128,0,26,2,0,26
112,129,0,24,4,0,24
113,130,0,24,4,0,24
114,131,2,24,4,0,24
115,132,0,26,4,0,26
116,134,0,26,4,0,26
117,135,0,24,6,0,24
118,136,2,24,6,0,24
119,137,0,26,6,0,26
120,138,0,24,8,0,24
121,140,0,24,8,0,24
122,141,2,24,8,0,24
123,142,0,26,8,0,26
124,143,0,26,8,0,26
125,144,0,24,10,0,24
126,146,2,24,10,0,24
127,147,2,24,10,0,24
128,148,0,26,10,0,26
129,149,0,24,12,0,24
130,151,4,24,12,0,24
131,152,42,24,12,0,24
132,153,64,24,12,0,24
133,155,88,28,12,0,28
134,156,100,36,12,0,36
135,158,124,38,12,0,38
136,159,142,42,12,0,42
137,161,152,52,12,0,52
138,162,156,64,12,0,64
139,164,148,72,14,0,72
140,165,130,90,14,0,90
141,167,104,116,14,0,116
142,169,90,130,16,0,130
143,170,66,154,16,0,154
144,172,50,168,18,0,168
145,174,28,192,18,0,192
146,175,12,204,22,0,204
147,177,0,216,22,0,216
148,179,2,216,22,0,216
149,180,0,216,24,0,216
150,182,0,216,24,0,216
151,184,2,216,24,0,216
152,185,0,216,26,0,216
153,187,0,216,26,0,216
154,189,0,216,26,0,216
155,190,0,214,28,0,214
156,192,0,214,28,0,214
157,194,0,214,28,0,214
158,195,0,212,30,0,212
159,197,0,212,30,0,212
160,199,0,212,30,0,212
161,200,0,210,32,0,210
162,202,0,210,32,0,210
163,204,0,210,32,0,210
164,205,0,208,34,0,208
165,207,0,208,34,0,208
166,209,0,208,34,0,208
167,210,0,206,36,0,206
168,212,0,206,36,0,206
169,214,0,206,36,0,206
170,215,0,188,54,0,188
171,217,0,180,62,0,180
172,219,0,154,88,0,154
173,220,0,128,114,0,128
174,222,0,104,138,0,104
175,224,0,84,158,0,84
176,225,0,64,178,0,64
177,227,0,48,194,0,48
178,229,0,28,214,0,28
179,231,0,10,232,0,10
180,232,0,6,236,0,6
181,234,0,6,236,0,6
182,236,0,6,236,0,6
183,237,0,4,238,0,4
184,239,0,4,238,0,4
185,241,0,2,240,0,2
186,243,0,2,240,0,2
187,244,0,2,240,0,2
188,246,0,0,242,0,0
