timestamp,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0
1,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,0,0,0,0
59,0,0,0,0
61,2,0,0,0
62,2,0,0,0
63,0,2,0,0
64,0,2,0,0
65,0,2,0,0
66,2,2,0,0
67,0,4,0,0
69,0,4,0,0
70,0,4,0,0
71,2,4,0,0
72,0,6,0,0
73,0,6,0,0
74,0,6,0,0
75,0,6,0,0
77,2,6,0,0
78,0,8,0,0
79,0,8,0,0
80,0,8,0,0
81,2,8,0,0
82,0,10,0,0
84,0,10,0,0
85,0,10,0,0
86,2,10,0,0
87,0,12,0,0
88,0,12,0,0
89,0,12,0,0
91,0,12,0,0
92,0,14,0,0
93,0,14,0,0
94,0,14,0,0
95,0,14,0,0
96,2,14,0,0
98,0,16,0,0
99,0,16,0,0
100,0,16,0,0
101,2,16,0,0
102,2,16,0,0
103,0,18,0,0
105,0,18,0,0
106,2,18,0,0
107,2,18,0,0
108,0,20,0,0
109,0,20,0,0
110,0,20,0,0
112,2,20,0,0
113,0,22,0,0
114,0,22,0,0
115,0,22,0,0
116,2,22,0,0
118,0,24,0,0
119,0,24,0,0
120,0,24,0,0
121,2,24,0,0
122,2,24,0,0
123,0,26,0,0
125,0,24,2,0
126,2,24,2,0
127,2,24,2,0
128,0,26,2,0
129,0,24,4,0
131,0,24,4,0
132,2,24,4,0
133,0,26,4,0
134,0,24,6,0
135,0,24,6,0
137,2,24,6,0
138,0,26,6,0
139,0,26,6,0
140,0,24,8,0
142,2,24,8,0
143,0,26,8,0
144,0,26,8,0
145,0,24,10,0
146,2,24,10,0
148,0,26,10,0
149,0,26,10,0
150,0,24,12,0
151,30,24,12,0
153,52,24,12,0
154,72,24,12,0
156,96,24,12,0
157,114,30,12,0
159,124,42,12,0
160,140,48,12,0
162,156,54,12,0
163,154,68,12,0
165,142,80,12,0
166,120,102,12,0
168,100,124,12,0
170,82,142,12,0
171,68,150,18,0
173,54,164,20,0
175,30,188,20,0
176,8,208,22,0
178,2,216,22,0
180,0,218,22,0
181,0,216,24,0
183,2,216,24,0
184,2,216,24,0
186,0,216,26,0
188,0,216,26,0
189,0,216,26,0
191,0,214,28,0
193,0,214,28,0
194,0,214,28,0
196,0,212,30,0
198,0,212,30,0
199,0,212,30,0
201,0,210,32,0
203,0,210,32,0
204,0,210,32,0
206,0,208,34,0
208,0,208,34,0
209,0,208,34,0
211,0,206,36,0
213,0,206,36,0
215,0,206,36,0
216,0,192,50,0
218,0,174,68,0
220,0,150,92,0
221,0,126,116,0
223,0,110,132,0
225,0,86,156,0
226,0,66,176,0
228,0,48,194,0
230,0,30,212,0
231,0,14,228,0
233,0,6,236,0
235,0,6,236,0
237,0,6,236,0
238,0,4,238,0
240,0,4,238,0
242,0,2,240,0
243,0,2,240,0
245,0,2,240,0
247,0,0,242,0
