,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,all_running
84,131,384,384,0,0,384
85,133,384,384,0,0,384
86,135,384,384,0,0,384
87,137,384,384,0,0,384
88,139,384,384,0,0,384
89,140,384,384,0,0,384
90,142,384,384,0,0,384
91,144,384,384,0,0,384
92,146,384,384,0,0,384
93,147,384,384,0,0,384
94,149,384,384,0,0,384
95,151,384,384,0,0,384
96,153,384,384,0,0,384
97,155,384,384,0,0,384
98,157,384,384,0,0,384
99,158,384,384,0,0,384
100,160,384,384,0,0,384
101,162,384,384,0,0,384
102,164,384,384,0,0,384
103,166,384,384,0,0,384
104,167,384,384,0,0,384
105,169,384,384,0,0,384
106,171,384,384,0,0,384
107,173,384,384,0,0,384
108,175,384,384,0,0,384
109,176,384,384,0,0,384
110,178,384,384,0,0,384
111,180,384,384,0,0,384
112,182,384,384,0,0,384
113,184,384,384,0,0,384
114,185,384,372,12,0,372
115,187,384,332,52,0,332
116,189,384,300,84,0,300
117,191,384,244,140,0,244
118,193,372,232,164,0,232
119,194,372,220,176,0,220
120,196,364,192,212,0,192
121,198,356,164,248,0,164
122,200,340,148,280,0,148
123,202,336,128,304,0,128
124,204,336,128,304,0,128
125,205,308,136,324,0,136
126,207,280,144,344,0,144
127,209,260,140,368,0,140
128,211,220,164,384,0,164
129,213,200,184,384,0,184
130,215,168,216,384,0,216
131,217,128,256,384,0,256
132,219,108,276,384,0,276
133,221,76,308,384,0,308
134,223,16,368,384,0,368
135,225,0,384,384,0,384
136,227,0,384,384,0,384
137,229,0,384,384,0,384
138,231,0,384,384,0,384
139,233,0,384,384,0,384
140,235,0,384,384,0,384
141,236,0,384,384,0,384
142,238,0,384,384,0,384
143,240,0,384,384,0,384
144,242,0,384,384,0,384
145,244,0,384,384,0,384
146,246,0,384,384,0,384
147,248,0,384,384,0,384
148,250,0,384,384,0,384
149,252,0,384,384,0,384
150,254,0,384,384,0,384
151,256,0,384,384,0,384
152,258,0,384,384,0,384
153,260,0,384,384,0,384
154,262,0,384,384,0,384
155,264,0,384,384,0,384
156,266,0,384,384,0,384
157,268,0,384,384,0,384
158,270,0,384,384,0,384
159,272,0,384,384,0,384
160,274,0,384,384,0,384
161,276,0,384,384,0,384
162,278,0,384,384,0,384
163,280,0,384,384,0,384
164,282,0,384,384,0,384
165,284,0,384,384,0,384
166,285,0,384,384,0,384
167,287,0,384,384,0,384
168,289,0,384,384,0,384
169,291,0,384,384,0,384
170,293,0,384,384,0,384
171,295,0,384,384,0,384
172,297,0,384,384,0,384
173,299,0,384,384,0,384
174,301,0,384,384,0,384
175,303,0,384,384,0,384
176,305,0,384,384,0,384
177,307,0,384,384,0,384
178,309,0,384,384,0,384
179,311,0,384,384,0,384
180,313,0,384,384,0,384
181,315,0,384,384,0,384
182,317,0,384,384,0,384
183,319,0,384,384,0,384
184,321,0,384,384,0,384
185,323,0,384,384,0,384
186,325,0,384,384,0,384
187,327,0,384,384,0,384
188,329,0,384,384,0,384
189,331,0,384,384,0,384
190,333,0,384,384,0,384
191,334,0,384,384,0,384
192,336,0,384,384,0,384
193,338,0,384,384,0,384
194,340,0,384,384,0,384
195,342,0,384,384,0,384
196,344,0,384,384,0,384
197,346,0,384,384,0,384
198,348,0,384,384,0,384
199,350,0,384,384,0,384
200,352,0,384,384,0,384
201,354,0,384,384,0,384
202,356,0,384,384,0,384
203,358,0,384,384,0,384
204,360,0,384,384,0,384
205,362,0,384,384,0,384
206,364,0,384,384,0,384
207,366,0,384,384,0,384
208,368,0,384,384,0,384
209,370,0,380,388,0,380
210,372,0,348,420,0,348
211,374,0,340,428,0,340
212,376,0,336,432,0,336
213,378,0,288,480,0,288
214,380,0,240,528,0,240
215,382,0,228,540,0,228
216,384,0,228,540,0,228
217,386,0,220,548,0,220
218,388,0,176,592,0,176
219,390,0,108,660,0,108
220,392,0,92,676,0,92
221,394,0,88,680,0,88
222,396,0,88,680,0,88
223,398,0,24,744,0,24
224,400,0,0,768,0,0
