,timestamp,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0
1,2,0,0,0,0,0
2,3,0,0,0,0,0
3,4,0,0,0,0,0
4,5,0,0,0,0,0
5,6,0,0,0,0,0
6,7,0,0,0,0,0
7,8,0,0,0,0,0
8,10,0,0,0,0,0
9,11,0,0,0,0,0
10,12,0,0,0,0,0
11,13,0,0,0,0,0
12,14,0,0,0,0,0
13,15,0,0,0,0,0
14,16,0,0,0,0,0
15,18,0,0,0,0,0
16,19,0,0,0,0,0
17,20,0,0,0,0,0
18,21,0,0,0,0,0
19,22,0,0,0,0,0
20,23,0,0,0,0,0
21,24,0,0,0,0,0
22,25,0,0,0,0,0
23,27,0,0,0,0,0
24,28,0,0,0,0,0
25,29,0,0,0,0,0
26,30,0,0,0,0,0
27,31,0,0,0,0,0
28,32,0,0,0,0,0
29,33,0,0,0,0,0
30,35,0,0,0,0,0
31,36,0,0,0,0,0
32,37,0,0,0,0,0
33,38,0,0,0,0,0
34,39,0,0,0,0,0
35,40,0,0,0,0,0
36,41,0,0,0,0,0
37,43,0,0,0,0,0
38,44,0,0,0,0,0
39,45,0,0,0,0,0
40,46,0,0,0,0,0
41,47,0,0,0,0,0
42,48,0,0,0,0,0
43,49,0,0,0,0,0
44,50,0,0,0,0,0
45,52,0,0,0,0,0
46,53,0,0,0,0,0
47,54,0,0,0,0,0
48,55,0,0,0,0,0
49,56,0,0,0,0,0
50,57,0,0,0,0,0
51,58,0,0,0,0,0
52,60,0,0,0,0,0
53,61,2,0,0,0,0
54,62,2,0,0,0,0
55,63,0,2,0,0,2
56,64,0,2,0,0,2
57,65,0,2,0,0,2
58,66,2,2,0,0,2
59,68,0,4,0,0,4
60,69,0,4,0,0,4
61,70,0,4,0,0,4
62,71,2,4,0,0,4
63,72,0,6,0,0,6
64,73,0,6,0,0,6
65,74,0,6,0,0,6
66,76,0,6,0,0,6
67,77,2,6,0,0,6
68,78,0,8,0,0,8
69,79,0,8,0,0,8
70,80,0,8,0,0,8
71,81,2,8,0,0,8
72,83,0,10,0,0,10
73,84,0,10,0,0,10
74,85,0,10,0,0,10
75,86,2,10,0,0,10
76,87,0,12,0,0,12
77,88,0,12,0,0,12
78,89,0,12,0,0,12
79,91,0,12,0,0,12
80,92,2,12,0,0,12
81,93,0,14,0,0,14
82,94,0,14,0,0,14
83,95,0,14,0,0,14
84,97,2,14,0,0,14
85,98,0,16,0,0,16
86,99,0,16,0,0,16
87,100,0,16,0,0,16
88,101,2,16,0,0,16
89,102,2,16,0,0,16
90,103,0,18,0,0,18
91,105,0,18,0,0,18
92,106,2,18,0,0,18
93,107,2,18,0,0,18
94,108,0,20,0,0,20
95,109,0,20,0,0,20
96,111,0,20,0,0,20
97,112,2,20,0,0,20
98,113,0,22,0,0,22
99,114,0,22,0,0,22
100,115,0,22,0,0,22
101,116,2,22,0,0,22
102,118,2,22,0,0,22
103,119,0,24,0,0,24
104,120,0,24,0,0,24
105,121,2,24,0,0,24
106,122,0,26,0,0,26
107,124,0,26,0,0,26
108,125,0,24,2,0,24
109,126,2,24,2,0,24
110,127,0,26,2,0,26
111,128,0,26,2,0,26
112,130,0,24,4,0,24
113,131,0,24,4,0,24
114,132,2,24,4,0,24
115,133,0,26,4,0,26
116,134,0,24,6,0,24
117,136,0,24,6,0,24
118,137,2,24,6,0,24
119,138,0,26,6,0,26
120,139,0,24,8,0,24
121,140,0,24,8,0,24
122,142,2,24,8,0,24
123,143,0,26,8,0,26
124,144,0,24,10,0,24
125,145,0,24,10,0,24
126,146,2,24,10,0,24
127,148,0,26,10,0,26
128,149,0,26,10,0,26
129,150,0,24,12,0,24
130,151,26,24,12,0,24
131,153,48,24,12,0,24
132,154,72,24,12,0,24
133,156,90,28,12,0,28
134,157,114,32,12,0,32
135,159,130,34,14,0,34
136,160,148,42,14,0,42
137,162,156,54,14,0,54
138,163,158,62,14,0,62
139,165,146,74,14,0,74
140,166,132,86,16,0,86
141,168,116,104,16,0,104
142,170,94,126,16,0,126
143,171,72,148,16,0,148
144,173,50,172,16,0,172
145,175,30,190,18,0,190
146,176,12,206,20,0,206
147,178,2,216,22,0,216
148,179,0,218,22,0,218
149,181,0,216,24,0,216
150,183,0,216,24,0,216
151,184,2,216,24,0,216
152,186,0,216,26,0,216
153,188,0,216,26,0,216
154,190,0,214,28,0,214
155,191,0,214,28,0,214
156,193,0,214,28,0,214
157,194,0,214,28,0,214
158,196,0,212,30,0,212
159,198,0,212,30,0,212
160,200,0,212,30,0,212
161,201,0,210,32,0,210
162,203,0,210,32,0,210
163,205,0,210,32,0,210
164,206,0,208,34,0,208
165,208,0,208,34,0,208
166,210,0,208,34,0,208
167,211,0,206,36,0,206
168,213,0,206,36,0,206
169,215,0,206,36,0,206
170,217,0,182,60,0,182
171,218,0,168,74,0,168
172,220,0,146,96,0,146
173,222,0,120,122,0,120
174,223,0,96,146,0,96
175,225,0,80,162,0,80
176,227,0,62,180,0,62
177,229,0,44,198,0,44
178,230,0,30,212,0,30
179,232,0,14,228,0,14
180,234,0,6,236,0,6
181,235,0,6,236,0,6
182,237,0,4,238,0,4
183,239,0,4,238,0,4
184,241,0,4,238,0,4
185,242,0,2,240,0,2
186,244,0,2,240,0,2
187,246,0,2,240,0,2
188,248,0,0,242,0,0
