,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
2,2,124,0,0,0,0,0,0,0,0,0,0,0,0
3,4,164,0,0,0,0,0,0,0,0,0,0,0,0
4,5,192,16,0,0,0,0,0,0,0,0,0,0,16
5,6,236,24,0,0,0,0,0,0,0,0,0,0,24
6,8,272,32,0,0,0,0,0,0,0,0,0,0,32
7,9,288,48,0,0,0,0,0,0,0,0,0,0,48
8,11,324,56,0,0,0,0,0,0,0,0,0,0,56
9,12,296,88,0,0,0,0,0,0,0,0,0,0,88
10,14,268,116,0,0,0,0,0,0,0,0,0,0,116
11,15,232,152,0,0,0,0,0,0,0,0,0,0,152
12,17,196,188,0,0,0,0,0,0,0,0,0,0,188
13,18,164,220,0,0,0,0,0,0,0,0,0,0,220
14,20,124,260,0,0,0,0,0,0,0,0,0,0,260
15,21,84,300,0,0,0,0,0,0,0,0,0,0,300
16,23,44,340,0,0,0,0,0,0,0,0,0,0,340
17,24,4,380,0,0,0,0,0,0,0,0,0,0,380
18,26,0,384,0,0,0,0,0,0,0,0,0,0,384
19,27,0,384,0,0,0,0,0,0,0,0,0,0,384
20,29,0,384,0,0,0,0,0,0,0,0,0,0,384
21,31,0,384,0,0,44,0,0,0,0,0,0,0,384
22,32,0,384,0,0,104,0,0,0,0,0,0,0,384
23,34,20,384,0,16,128,0,0,0,0,0,0,0,384
24,36,52,384,0,40,128,0,0,0,0,0,0,0,384
25,38,80,384,0,76,128,0,0,0,0,0,0,0,384
26,39,108,384,0,100,128,0,0,0,0,0,0,0,384
27,41,124,384,0,124,128,0,0,0,0,0,0,0,384
28,43,124,384,0,124,128,0,0,0,0,0,0,0,384
29,44,124,384,0,124,128,0,0,0,0,0,0,0,384
30,46,124,384,0,124,128,0,0,0,0,0,0,0,384
31,48,124,384,0,124,128,0,0,0,0,0,0,0,384
32,50,124,384,0,124,128,0,0,0,0,0,0,0,384
33,51,124,384,0,124,128,0,0,0,0,0,0,0,384
34,53,124,384,0,124,128,0,0,0,0,0,0,0,384
