timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,360,24,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,328,56,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,264,120,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,248,136,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,208,176,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,136,248,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,72,312,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
31,64,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
33,108,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
34,160,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
36,208,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
37,264,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
39,316,0,0,0,0,0,0,0,0,0,0,0,8,384,0,0
41,340,0,0,0,0,0,0,0,0,0,0,0,32,384,0,24
42,376,0,0,0,0,0,0,0,0,0,0,0,48,384,0,48
44,384,0,0,0,0,0,0,0,0,0,0,0,104,384,0,88
46,384,0,0,0,0,0,0,0,0,0,0,0,168,384,0,152
47,384,0,0,0,0,0,0,0,0,0,0,0,168,384,0,168
49,384,0,0,0,0,0,0,0,0,0,0,0,168,384,0,168
51,384,0,0,0,0,0,0,0,0,0,0,0,168,384,0,176
53,384,0,0,0,0,0,0,0,0,0,0,0,176,384,0,176
54,384,0,0,0,0,0,0,0,0,0,0,0,176,384,0,176
56,384,0,0,0,0,0,0,0,0,0,0,0,176,384,0,176
58,384,0,0,0,0,0,0,0,0,0,0,0,176,384,0,176
60,384,0,0,0,0,0,0,0,0,0,0,0,176,384,0,176
61,384,0,0,0,52,0,0,0,0,0,0,0,176,384,0,176
63,384,0,0,0,108,0,0,0,0,0,0,0,176,296,0,176
65,384,0,0,0,128,0,0,0,0,0,0,0,200,264,0,200
67,384,0,0,0,128,0,0,0,0,0,0,0,224,240,0,224
68,384,0,0,0,128,0,0,0,0,0,0,0,232,224,0,240
70,384,0,0,0,128,0,0,0,0,0,0,0,240,224,0,240
72,384,0,0,0,128,0,0,0,0,0,0,0,264,216,0,272
74,384,0,0,0,128,0,0,0,0,0,0,0,280,216,0,280
75,380,4,0,0,128,0,0,0,0,0,0,0,280,216,0,280
77,372,12,0,0,128,0,0,0,0,0,0,0,280,216,0,280
79,372,12,0,0,128,0,0,0,0,0,0,0,296,216,0,296
81,372,12,0,0,128,0,0,0,0,0,0,0,312,216,0,312
82,372,12,0,0,128,0,0,0,0,0,0,0,312,208,0,312
84,372,12,0,0,128,0,0,0,0,0,0,0,312,208,0,312
86,372,12,0,0,128,0,0,0,0,0,0,0,336,208,0,336
88,372,12,0,0,128,0,0,0,0,0,0,0,336,208,0,336
90,372,12,0,0,128,0,0,0,0,0,0,0,336,208,0,336
91,364,20,0,0,128,0,0,0,2,0,0,0,336,208,0,336
93,364,20,0,0,128,0,0,0,2,0,0,0,336,200,0,336
95,364,20,0,0,128,0,0,0,2,0,0,0,336,192,0,336
97,364,20,0,0,128,0,0,0,4,0,0,0,336,160,0,336
98,364,20,0,0,128,0,0,0,4,0,0,0,336,160,0,336
100,364,20,0,0,128,0,0,0,4,0,0,0,336,144,0,336
102,364,20,0,0,112,16,0,0,6,0,0,0,336,120,0,336
104,364,20,0,0,100,28,0,0,6,0,0,0,336,104,0,336
105,364,20,0,0,100,28,0,0,6,0,0,0,336,104,0,336
107,364,20,0,0,100,28,0,0,8,0,0,0,336,104,0,336
109,364,20,0,0,100,28,0,0,8,0,0,0,336,88,0,344
111,364,20,0,0,88,40,0,0,8,0,0,0,352,88,0,352
113,348,36,0,0,88,40,0,0,10,0,0,0,352,80,0,376
114,344,40,0,0,84,44,0,0,10,0,0,0,384,72,0,384
116,336,48,0,0,84,44,0,0,12,0,0,0,384,72,0,384
118,324,60,0,0,76,52,0,0,12,0,0,0,384,72,0,384
120,320,64,0,0,72,56,0,0,12,0,0,0,392,72,0,384
122,304,80,0,0,72,56,0,0,12,2,0,0,408,72,0,384
124,388,80,0,0,56,72,0,0,10,4,0,0,392,80,0,384
126,436,88,0,0,44,84,0,0,8,6,0,0,384,80,0,384
128,480,108,0,0,36,92,0,0,6,8,0,0,392,72,0,384
130,528,124,0,0,32,96,0,0,2,12,0,0,392,72,0,384
132,572,132,0,0,28,100,0,0,0,14,0,0,384,96,0,384
134,632,136,0,0,28,100,0,0,0,14,0,0,384,104,0,384
136,632,136,0,0,28,100,0,0,4,14,0,0,384,104,0,384
139,632,136,0,0,28,100,0,0,6,14,0,0,384,104,0,384
141,632,136,0,0,28,100,0,0,6,14,0,0,384,88,0,384
143,632,136,0,4,28,100,0,4,8,14,0,0,384,88,0,384
145,636,136,0,4,32,100,0,4,8,14,0,0,384,56,0,384
148,636,136,0,4,28,104,0,4,10,14,0,0,384,56,0,384
150,636,136,0,4,28,104,0,4,8,16,0,0,384,56,0,384
153,636,136,0,4,68,108,0,4,4,22,0,0,384,48,0,384
155,636,136,0,4,144,116,0,4,4,22,0,0,384,8,0,384
157,632,140,0,4,132,128,0,4,4,24,0,0,392,0,0,384
160,624,148,0,4,124,136,0,4,0,28,0,0,384,8,0,384
162,608,164,0,4,124,136,0,4,2,28,0,0,384,8,0,384
165,592,180,0,4,124,136,0,4,2,28,0,0,384,8,0,384
167,576,196,0,4,124,136,0,4,0,30,0,0,384,8,0,384
169,576,196,0,4,124,136,0,4,0,32,0,0,384,8,0,384
172,576,196,0,4,124,136,0,4,0,32,0,0,384,8,0,384
174,576,192,0,4,124,132,0,4,0,34,0,0,384,8,0,384
176,576,192,0,4,120,136,0,4,0,30,4,0,384,8,0,384
179,564,204,0,4,120,136,0,4,0,26,10,0,384,8,0,384
182,564,204,0,4,120,136,0,4,0,24,12,0,384,8,0,384
185,564,204,0,4,120,136,0,4,50,28,12,0,384,8,0,384
188,564,204,0,4,120,136,0,4,100,26,14,0,384,0,0,384
190,552,216,0,4,120,136,0,4,148,26,14,0,384,0,0,384
193,556,216,0,16,120,136,0,4,190,26,14,0,384,0,0,384
196,564,216,0,16,120,136,0,4,192,28,14,0,384,0,0,384
199,564,216,0,16,120,136,0,4,194,28,14,0,384,0,0,384
203,564,216,0,16,120,136,0,4,192,30,14,0,384,0,0,384
205,564,216,0,16,120,136,0,4,194,30,14,0,384,0,0,384
208,564,216,0,16,120,136,0,4,196,30,14,0,384,0,0,384
211,564,216,0,16,120,136,0,4,196,28,16,0,384,0,0,384
214,560,216,0,20,120,136,0,4,192,26,22,0,384,0,0,384
217,564,216,0,20,120,136,0,4,192,28,22,0,384,0,0,384
219,564,220,0,24,120,136,0,4,190,26,26,0,384,0,0,384
222,564,216,0,24,120,132,4,4,190,24,28,0,384,0,0,384
225,564,216,0,24,120,112,24,4,190,24,28,0,384,0,0,384
228,564,212,0,24,120,108,28,4,190,22,30,0,384,0,0,384
231,564,212,0,24,120,108,28,4,188,24,30,0,384,0,0,384
234,552,224,0,24,120,100,36,4,184,26,32,0,384,0,0,384
236,532,244,0,24,120,76,60,4,180,30,32,0,384,0,0,384
239,520,256,0,24,116,68,72,4,174,34,34,0,384,0,0,384
242,504,272,0,24,116,48,92,4,174,34,34,0,384,0,0,384
245,508,276,0,32,116,48,92,4,172,36,34,0,384,0,0,384
248,492,288,0,40,116,44,96,4,172,32,38,2,384,0,0,384
251,492,292,0,40,116,44,96,4,172,32,40,2,384,0,0,384
254,492,292,0,40,116,44,96,4,172,32,40,2,384,0,0,384
257,492,292,0,40,112,48,96,4,172,32,40,2,384,0,0,384
259,492,280,12,40,112,48,96,4,170,32,42,2,384,0,0,384
262,484,288,12,40,96,64,96,4,170,32,42,2,384,0,0,384
265,484,288,12,40,96,64,96,4,170,30,44,2,384,0,0,384
268,484,288,12,40,96,64,96,4,168,32,44,2,384,0,0,384
271,484,288,12,44,96,60,100,4,168,32,44,2,384,0,0,384
274,484,292,12,44,96,48,112,4,168,30,46,2,384,0,0,384
277,484,276,20,48,96,48,112,4,166,30,48,2,384,0,0,384
280,472,284,20,48,96,32,128,4,166,28,50,2,384,0,0,384
283,480,304,20,76,96,28,132,4,160,34,50,2,384,0,0,384
286,476,308,20,76,88,36,132,4,158,32,52,2,384,0,0,384
290,476,308,20,76,88,36,132,4,158,32,52,2,384,0,0,384
293,484,300,28,84,88,36,132,4,158,26,58,2,384,0,0,384
296,488,272,56,92,88,36,132,4,158,22,62,2,384,0,0,384
299,484,264,76,92,88,36,132,4,158,16,68,2,384,0,0,384
302,476,244,104,92,80,44,132,4,154,20,68,2,384,0,0,384
305,472,248,108,100,80,40,136,4,150,22,70,2,384,0,0,384
308,460,244,124,100,72,48,136,4,144,28,70,2,384,0,0,384
311,448,244,132,100,68,52,136,4,136,36,70,2,384,0,0,384
314,424,264,132,100,68,52,136,4,136,36,70,2,384,0,0,384
317,408,276,132,100,60,60,136,4,132,40,70,2,384,0,0,384
320,408,264,132,100,60,60,136,4,132,40,70,2,384,0,0,384
323,408,248,132,100,60,60,136,4,130,42,70,2,384,0,0,384
327,388,264,132,100,56,64,136,4,128,42,72,2,384,0,0,384
330,376,268,132,100,56,64,136,4,126,42,74,2,384,0,0,384
333,368,276,132,100,56,64,136,4,124,44,74,2,384,0,0,384
336,360,276,132,100,56,64,136,4,124,44,74,2,384,0,0,384
339,360,272,136,100,56,64,136,4,124,40,78,2,384,0,0,384
342,356,264,148,100,56,64,136,4,120,44,78,2,384,0,0,384
345,348,252,168,100,56,64,136,4,118,40,84,2,384,0,0,384
348,340,244,184,100,56,64,136,4,118,40,84,2,384,0,0,384
351,332,244,192,100,56,64,136,4,118,40,84,2,384,0,0,384
354,316,260,192,100,56,64,136,4,116,42,84,2,384,0,0,384
357,300,276,192,100,56,64,136,4,114,44,84,2,384,0,0,384
360,300,268,200,100,56,64,136,4,114,40,88,2,384,0,0,384
363,288,280,200,100,52,64,140,4,114,34,94,2,384,0,0,384
366,288,280,200,100,52,64,140,4,108,38,96,2,384,0,0,384
369,284,284,200,100,52,64,140,4,108,32,102,2,384,0,0,384
372,284,280,204,100,52,64,140,4,102,30,110,2,384,0,0,384
376,280,284,204,100,52,64,140,4,96,36,110,2,384,0,0,384
379,280,284,204,100,52,60,144,4,96,36,110,2,384,0,0,384
381,280,288,204,104,52,60,144,4,96,36,110,2,384,0,0,384
384,276,292,204,108,52,44,160,4,96,32,114,2,384,0,0,384
387,268,304,204,108,52,44,160,4,96,32,114,2,384,0,0,384
390,272,304,204,132,52,44,160,4,96,30,116,2,384,0,0,384
393,292,304,204,132,52,44,160,4,96,28,118,2,384,0,0,384
396,292,304,204,132,52,44,160,4,96,28,118,2,384,0,0,384
400,292,304,204,132,52,44,160,4,96,28,118,2,384,0,0,384
403,292,304,204,132,52,40,164,4,96,24,122,2,384,0,0,384
406,292,304,204,132,52,36,168,4,96,24,122,2,384,0,0,384
409,292,288,220,132,52,36,168,4,96,20,126,2,384,0,0,384
412,292,276,232,144,52,36,168,4,96,18,128,2,384,0,0,384
415,288,288,232,144,44,44,168,4,94,20,128,2,384,0,0,384
418,284,284,236,144,40,40,176,4,94,20,128,2,384,0,0,384
421,272,272,252,144,40,40,176,4,94,20,128,2,384,0,0,384
424,272,264,260,152,36,44,176,4,92,22,128,2,384,0,0,384
427,260,264,264,152,36,44,176,4,88,22,132,2,384,0,0,384
430,248,276,264,152,28,40,188,4,82,26,134,2,384,0,0,384
434,232,292,264,152,28,36,192,4,80,24,138,2,384,0,0,384
437,240,304,264,172,24,36,196,4,78,22,142,2,384,0,0,384
440,236,308,264,180,20,36,200,4,78,18,146,2,384,0,0,384
443,244,296,272,180,20,36,200,4,78,18,146,2,384,0,0,384
446,244,292,272,184,20,36,200,4,78,18,146,2,384,0,0,384
449,240,296,272,184,16,40,200,4,72,24,146,2,384,0,0,384
