timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,352,32,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,312,72,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,240,144,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,144,240,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,88,296,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
32,84,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
33,128,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
