timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0
2,84,0,0,0,0,0,0,0,0,0,0,0
3,124,0,0,0,0,0,0,0,0,0,0,0
4,164,0,0,0,0,0,0,0,0,0,0,0
6,208,0,0,0,0,0,0,0,0,0,0,0
7,248,12,0,0,0,0,0,0,0,0,0,0
8,276,28,0,0,0,0,0,0,0,0,0,0
10,296,44,0,0,0,0,0,0,0,0,0,0
11,332,52,0,0,0,0,0,0,0,0,0,0
13,312,72,0,0,0,0,0,0,0,0,0,0
14,276,108,0,0,0,0,0,0,0,0,0,0
16,248,136,0,0,0,0,0,0,0,0,0,0
17,208,176,0,0,0,0,0,0,0,0,0,0
19,168,216,0,0,0,0,0,0,0,0,0,0
20,140,244,0,0,0,0,0,0,0,0,0,0
22,92,292,0,0,0,0,0,0,0,0,0,0
23,56,328,0,0,0,0,0,0,0,0,0,0
25,4,380,0,0,0,0,0,0,0,0,0,0
26,0,384,0,0,0,0,0,0,0,0,0,0
28,0,384,0,0,0,0,0,0,0,0,0,0
29,0,384,0,0,0,0,0,0,0,0,0,0
31,0,384,0,0,52,0,0,0,0,0,0,0
33,0,384,0,0,108,0,0,0,0,0,0,0
34,20,384,0,20,128,0,0,0,0,0,0,0
36,52,384,0,40,128,0,0,0,0,0,0,0
38,80,384,0,76,128,0,0,0,0,0,0,0
39,100,384,0,100,128,0,0,0,0,0,0,0
41,136,384,0,128,128,0,0,0,0,0,0,0
43,160,384,0,160,128,0,0,0,0,0,0,0
45,196,384,0,180,128,0,0,0,0,0,0,0
46,220,384,0,216,128,0,0,0,0,0,0,0
48,252,384,0,248,128,0,0,0,0,0,0,0
50,252,384,0,252,128,0,0,0,0,0,0,0
52,252,384,0,252,128,0,0,0,0,0,0,0
53,252,384,0,252,128,0,0,0,0,0,0,0
55,252,384,0,252,128,0,0,0,0,0,0,0
57,252,384,0,252,128,0,0,0,0,0,0,0
59,252,384,0,252,128,0,0,0,0,0,0,0
61,252,384,0,252,128,0,0,0,0,0,0,0
62,252,356,0,256,128,0,0,0,2,0,0,0
64,256,320,0,256,128,0,0,0,2,0,0,0
66,256,296,0,256,128,0,0,0,2,0,0,0
67,256,268,0,256,128,0,0,0,4,0,0,0
69,256,252,0,256,128,0,0,0,4,0,0,0
71,256,240,0,256,128,0,0,0,4,0,0,0
72,256,216,0,256,128,0,0,0,6,0,0,0
74,256,192,0,256,128,0,0,0,6,0,0,0
76,256,180,0,256,124,4,0,0,6,0,0,0
77,252,172,0,256,124,4,0,0,8,0,0,0
79,248,168,0,256,120,8,0,0,8,0,0,0
81,240,168,0,256,116,12,0,0,8,0,0,0
82,240,160,0,256,108,20,0,0,8,2,0,0
84,232,164,0,256,88,40,0,0,6,4,0,0
86,220,176,0,256,60,68,0,0,6,4,0,0
87,212,180,0,256,40,88,0,0,6,6,0,0
89,192,200,0,256,20,108,0,0,6,6,0,0
91,172,220,0,256,8,120,0,0,2,10,0,0
92,184,236,0,256,0,128,0,0,2,12,0,0
94,252,240,0,256,0,128,0,0,2,12,0,0
96,308,240,0,256,0,128,0,0,2,12,0,0
98,376,240,0,256,0,128,0,0,0,14,0,0
100,436,240,0,256,0,128,0,0,0,14,0,0
102,500,240,0,256,0,128,0,0,0,14,0,0
104,536,240,0,256,0,128,0,0,4,14,0,0
106,540,240,0,256,0,128,0,0,2,16,0,0
108,540,240,0,256,0,128,0,0,4,16,0,0
110,540,240,0,256,0,128,0,0,4,16,0,0
112,540,240,0,256,0,128,0,0,6,16,0,0
114,548,236,0,256,0,128,0,0,6,16,0,0
116,548,236,0,256,0,128,0,0,6,16,0,0
118,548,236,0,256,0,128,0,0,8,16,0,0
120,548,236,0,256,0,128,0,0,8,16,0,0
122,548,236,0,256,64,128,0,0,10,16,0,0
124,548,232,0,256,124,128,0,0,10,16,0,0
127,548,232,0,256,128,128,0,0,10,16,0,0
129,548,232,0,256,128,128,0,0,12,16,0,0
131,548,232,0,256,128,128,0,0,12,16,0,0
133,548,232,0,256,128,128,0,0,14,14,2,0
135,548,228,0,256,128,128,0,0,14,12,4,0
137,548,228,0,256,128,128,0,0,14,14,4,0
139,548,228,0,256,128,128,0,0,6,20,6,0
142,548,228,0,256,128,128,0,0,6,18,8,0
144,544,224,0,256,128,128,0,0,4,22,8,0
146,540,228,0,256,128,128,0,0,0,26,8,0
148,540,228,0,256,128,128,0,0,2,24,10,0
150,540,228,0,256,128,128,0,0,0,26,10,0
153,540,228,0,256,128,128,0,0,30,24,12,0
155,536,232,0,256,128,128,0,0,70,24,12,0
157,536,232,0,256,128,128,0,0,106,24,12,0
160,536,232,0,256,128,128,0,0,146,24,12,0
162,564,232,0,256,128,128,0,0,164,22,14,0
165,580,232,0,256,132,128,0,4,182,22,14,0
167,588,232,0,256,132,128,0,4,198,22,14,0
170,588,232,0,256,132,128,0,4,200,20,16,0
172,588,232,0,256,132,128,0,4,200,20,16,0
175,588,232,0,256,132,128,0,4,202,20,16,0
177,588,232,0,256,132,128,0,4,202,20,16,0
180,588,232,0,256,132,128,0,4,204,20,16,0
182,588,232,0,256,132,128,0,4,204,20,16,0
185,596,192,0,256,132,124,0,4,206,20,16,0
187,596,176,8,256,132,124,0,4,206,20,16,0
190,596,124,60,256,132,124,0,4,206,20,16,0
192,592,100,88,256,132,124,0,8,206,20,16,0
195,588,92,100,256,144,124,0,40,206,20,16,0
198,564,96,120,256,184,120,4,60,202,24,16,0
200,544,104,128,256,188,116,4,60,198,28,16,0
203,544,104,128,256,188,84,16,60,182,44,16,4
205,544,104,128,256,188,64,28,60,172,54,20,8
208,544,104,128,256,188,52,20,60,162,66,22,10
210,540,108,128,256,180,48,32,60,150,82,22,24
213,528,120,128,256,180,24,52,60,162,90,24,36
216,512,136,128,256,180,12,64,60,166,96,30,48
218,480,168,128,256,176,16,64,60,166,100,34,56
221,460,184,128,256,176,16,64,60,166,102,36,58
223,456,184,128,256,176,12,68,60,162,106,36,62
226,456,184,128,256,176,12,68,60,168,106,36,62
229,456,184,128,256,172,16,68,60,168,106,36,62
232,456,184,128,256,172,16,68,60,168,106,36,62
234,456,184,128,256,172,16,68,60,168,106,36,62
237,456,184,128,256,172,16,68,60,168,98,36,62
240,456,184,128,256,164,24,68,60,168,96,36,62
242,456,184,128,256,160,28,68,60,168,76,36,62
245,456,184,128,256,160,28,68,60,164,76,36,62
248,448,192,128,256,148,40,68,60,160,72,36,62
250,448,192,128,256,132,56,68,60,158,68,36,62
253,444,196,128,256,116,72,68,60,154,62,40,62
256,444,188,136,256,96,92,68,60,148,58,42,62
258,440,184,144,256,84,104,68,60,146,54,48,62
261,432,180,156,256,84,104,68,60,134,60,52,62
263,432,168,168,256,84,104,68,60,128,48,66,62
266,432,164,172,256,76,112,68,60,120,50,72,62
269,408,188,172,256,72,116,68,60,118,52,72,62
271,392,204,172,256,68,120,68,60,114,56,72,62
274,392,204,172,256,64,124,68,60,112,56,74,62
277,392,204,172,256,64,124,68,60,112,56,74,62
279,392,204,172,256,64,124,68,60,112,56,74,62
282,392,204,172,256,64,124,68,60,112,56,74,62
285,392,204,172,256,64,124,68,60,112,56,74,62
288,392,204,172,256,64,124,68,60,112,56,74,62
290,392,204,172,256,64,124,68,60,112,56,74,62
293,392,204,172,256,64,124,68,60,112,56,74,62
296,392,204,172,256,64,124,68,60,112,56,74,62
299,392,204,172,256,64,124,68,60,112,56,74,62
301,392,204,172,256,64,124,68,60,112,56,74,62
304,392,204,172,256,64,124,68,60,112,54,76,62
307,392,204,172,256,64,124,68,60,110,50,82,62
309,392,204,172,256,64,124,68,60,110,46,86,62
312,392,204,172,256,64,124,68,60,110,40,92,62
315,392,204,172,256,64,116,76,60,110,36,96,62
317,388,208,172,256,64,116,76,60,90,54,98,62
320,388,208,172,256,64,116,76,60,86,52,104,62
323,388,208,172,256,64,116,76,60,86,36,120,62
325,388,208,172,268,64,116,76,60,86,32,124,62
328,384,232,172,268,64,116,76,60,82,36,124,62
331,384,232,172,268,64,116,76,60,82,32,128,62
334,384,232,172,268,64,116,76,60,82,32,128,62
336,384,232,172,272,64,116,76,60,82,32,128,62
339,396,232,172,272,64,112,80,60,82,30,130,62
342,396,232,172,272,64,112,80,60,82,30,130,62
345,396,232,172,272,64,112,80,60,82,30,130,62
347,396,232,172,272,64,112,80,60,82,30,130,62
350,396,232,172,272,64,108,84,60,82,30,130,62
353,396,232,172,272,64,108,84,60,82,30,130,62
356,396,232,172,272,64,108,84,60,82,30,130,62
358,388,220,172,272,64,108,84,60,82,30,130,62
361,376,232,172,272,64,104,88,60,68,44,130,62
364,376,232,172,272,64,96,96,60,68,44,130,62
367,364,244,172,272,64,92,100,60,68,44,130,62
369,360,236,176,276,64,60,132,60,68,42,132,62
372,380,224,192,280,64,52,140,60,68,42,132,62
375,372,212,212,280,64,32,160,60,68,42,132,62
378,360,208,228,280,64,20,172,60,68,42,132,62
381,336,228,232,288,64,20,172,60,68,40,134,62
383,384,248,232,324,64,20,172,60,68,28,146,62
386,376,256,232,324,64,12,180,60,68,18,156,62
389,340,292,232,324,64,8,184,60,68,18,156,62
392,336,264,260,324,56,12,188,60,66,18,158,62
395,360,240,280,324,40,24,192,60,64,18,160,62
398,348,236,288,324,40,24,192,60,62,20,160,62
401,320,244,292,324,40,24,192,60,62,20,160,62
403,316,232,292,324,40,24,192,60,60,22,160,62
406,312,236,292,324,40,24,192,60,60,22,160,62
409,292,256,292,324,36,28,192,60,58,24,160,62
412,276,268,292,324,12,52,192,60,38,44,160,62
415,276,244,292,324,0,64,192,60,34,48,160,62
418,264,236,292,324,0,64,192,60,34,48,160,62
421,252,248,292,324,0,64,192,60,34,48,160,62
424,244,232,292,324,0,64,192,60,34,44,164,62
427,224,248,296,324,0,64,192,60,34,36,172,62
430,208,264,296,324,0,64,192,60,32,36,174,62
433,200,272,296,324,0,64,192,60,32,36,174,62
436,196,284,300,324,0,64,192,60,32,36,174,62
438,196,284,300,324,0,64,192,60,32,36,174,62
441,196,284,300,324,0,64,192,60,32,36,174,62
444,196,284,300,324,0,64,192,60,32,36,174,62
447,200,280,304,324,0,64,192,60,32,32,178,62
450,200,280,304,324,0,64,192,60,32,32,178,62
453,200,280,304,324,0,64,192,60,32,32,178,62
456,200,280,304,324,0,64,192,60,32,30,180,62
459,200,280,304,324,0,64,192,60,26,34,182,62
461,200,280,304,324,0,64,192,60,26,34,182,62
464,200,280,304,324,0,64,192,60,26,34,182,62
467,200,276,304,324,0,64,192,60,26,30,186,62
470,200,268,304,324,0,64,192,60,18,26,198,62
473,196,272,304,324,0,64,192,60,16,20,206,62
476,188,276,304,324,0,64,192,60,16,18,208,62
479,180,284,304,324,0,64,192,60,14,20,208,62
482,180,284,304,324,0,64,192,60,0,34,208,62
485,180,284,304,324,0,64,192,60,0,34,208,62
488,180,284,304,324,0,64,192,60,0,34,208,62
491,180,284,304,324,0,64,192,60,0,32,210,62
494,180,284,304,324,0,64,192,60,0,32,210,62
496,180,284,304,324,0,64,192,60,0,32,210,62
499,180,284,304,324,0,64,192,60,0,32,210,62
502,180,284,304,324,0,64,192,60,0,32,210,62
505,180,284,304,324,0,40,216,60,0,32,210,62
508,168,296,304,324,0,40,216,60,0,32,210,62
511,156,300,312,324,0,40,216,60,0,32,210,62
514,156,300,312,324,0,40,216,60,0,32,210,62
517,148,308,312,324,0,40,216,60,0,32,210,62
520,148,308,312,324,0,40,216,60,0,28,214,62
523,148,308,312,324,0,40,216,60,0,26,216,62
526,148,308,312,324,0,40,216,60,0,26,216,62
529,140,316,312,324,0,8,248,60,0,26,216,62
532,136,320,312,324,0,0,256,60,0,22,220,62
535,136,320,312,324,0,0,256,60,0,16,226,62
538,124,332,312,324,0,0,256,60,0,16,226,62
540,88,364,316,324,0,0,256,60,0,16,226,62
543,88,352,328,324,0,0,256,60,0,4,238,62
546,88,352,328,324,0,0,256,60,0,0,242,62
550,80,360,328,324,0,0,256,60,0,0,242,62
552,56,372,340,324,0,0,256,60,0,0,242,62
555,56,348,364,324,0,0,256,60,0,0,242,62
558,56,348,364,324,0,0,256,60,0,0,242,62
561,32,368,368,324,0,0,256,60,0,0,242,62
564,20,352,396,324,0,0,256,60,0,0,242,62
567,20,340,408,324,0,0,256,60,0,0,242,62
570,20,340,408,324,0,0,256,60,0,0,242,62
573,0,360,408,324,0,0,256,60,0,0,242,62
576,0,332,436,324,0,0,256,60,0,0,242,62
579,0,328,440,324,0,0,256,60,0,0,242,62
582,0,316,452,324,0,0,256,60,0,0,242,62
585,0,300,468,324,0,0,256,60,0,0,242,62
588,0,276,492,324,0,0,256,60,0,0,242,62
591,0,276,492,324,0,0,256,60,0,0,242,62
594,0,276,492,324,0,0,256,60,0,0,242,62
598,0,260,508,324,0,0,256,60,0,0,242,62
600,0,260,508,324,0,0,256,60,0,0,242,62
603,0,252,516,324,0,0,256,60,0,0,242,62
606,0,228,540,324,0,0,256,60,0,0,242,62
609,0,204,564,324,0,0,256,60,0,0,242,62
613,0,204,564,324,0,0,256,60,0,0,242,62
616,0,204,564,324,0,0,256,60,0,0,242,62
618,0,200,568,324,0,0,256,60,0,0,242,62
621,0,200,568,324,0,0,256,60,0,0,242,62
625,0,200,568,324,0,0,256,60,0,0,242,62
628,0,200,568,324,0,0,256,60,0,0,242,62
631,0,200,568,324,0,0,256,60,0,0,242,62
633,0,200,568,324,0,0,256,60,0,0,242,62
637,0,200,568,324,0,0,256,60,0,0,242,62
640,0,200,568,324,0,0,256,60,0,0,242,62
643,0,200,568,324,0,0,256,60,0,0,242,62
646,0,200,568,324,0,0,256,60,0,0,242,62
649,0,200,568,324,0,0,256,60,0,0,242,62
652,0,196,572,324,0,0,256,60,0,0,242,62
655,0,192,576,324,0,0,256,60,0,0,242,62
658,0,188,580,324,0,0,256,60,0,0,242,62
661,0,180,588,324,0,0,256,60,0,0,242,62
664,0,180,588,324,0,0,256,60,0,0,242,62
667,0,180,588,324,0,0,256,60,0,0,242,62
670,0,180,588,324,0,0,256,60,0,0,242,62
673,0,180,588,324,0,0,256,60,0,0,242,62
676,0,180,588,324,0,0,256,60,0,0,242,62
679,0,180,588,324,0,0,256,60,0,0,242,62
682,0,180,588,324,0,0,256,60,0,0,242,62
685,0,180,588,324,0,0,256,60,0,0,242,62
688,0,180,588,324,0,0,256,60,0,0,242,62
691,0,156,612,324,0,0,256,60,0,0,242,62
694,0,156,612,324,0,0,256,60,0,0,242,62
697,0,156,612,324,0,0,256,60,0,0,242,62
700,0,148,620,324,0,0,256,60,0,0,242,62
703,0,148,620,324,0,0,256,60,0,0,242,62
706,0,148,620,324,0,0,256,60,0,0,242,62
709,0,144,624,324,0,0,256,60,0,0,242,62
712,0,140,628,324,0,0,256,60,0,0,242,62
715,0,136,632,324,0,0,256,60,0,0,242,62
718,0,136,632,324,0,0,256,60,0,0,242,62
721,0,100,668,324,0,0,256,60,0,0,242,62
724,0,88,680,324,0,0,256,60,0,0,242,62
727,0,88,680,324,0,0,256,60,0,0,242,62
730,0,88,680,324,0,0,256,60,0,0,242,62
733,0,56,712,324,0,0,256,60,0,0,242,62
736,0,56,712,324,0,0,256,60,0,0,242,62
739,0,56,712,324,0,0,256,60,0,0,242,62
742,0,48,720,324,0,0,256,60,0,0,242,62
745,0,20,748,324,0,0,256,60,0,0,242,62
749,0,20,748,324,0,0,256,60,0,0,242,62
752,0,20,748,324,0,0,256,60,0,0,242,62
755,0,0,768,324,0,0,256,60,0,0,242,62
