timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,368,16,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,328,56,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,272,112,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,224,160,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,160,224,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,88,296,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,48,336,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,8,376,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
30,56,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
32,104,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
33,148,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
35,196,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
36,248,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
38,296,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
39,348,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0
41,360,24,0,0,0,0,0,0,0,0,0,0,32,360,0,8
