timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,360,24,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,328,56,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,280,104,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,224,160,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,152,232,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,64,320,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
31,44,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
32,104,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
34,144,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
35,196,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
37,244,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
38,304,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
40,324,0,0,0,0,0,0,0,0,0,0,0,32,384,0,24
42,340,0,0,0,0,0,0,0,0,0,0,0,72,384,0,64
43,356,0,0,0,0,0,0,0,0,0,0,0,112,384,0,104
45,384,0,0,0,0,0,0,0,0,0,0,0,152,384,0,128
47,384,0,0,0,0,0,0,0,0,0,0,0,208,384,0,184
48,384,0,0,0,0,0,0,0,0,0,0,0,248,384,0,248
50,384,0,0,0,0,0,0,0,0,0,0,0,312,384,0,288
52,384,0,0,0,0,0,0,0,0,0,0,0,368,384,0,368
54,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384
55,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384
57,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384
59,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384
60,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384
62,384,0,0,0,84,0,0,0,0,0,0,0,384,328,0,384
64,384,0,0,0,128,0,0,0,0,0,0,0,384,240,0,384
66,384,0,0,0,128,0,0,0,0,0,0,0,384,192,0,384
68,384,0,0,0,128,0,0,0,0,0,0,0,384,144,0,384
69,384,0,0,0,128,0,0,0,0,0,0,0,384,96,0,384
71,384,0,0,0,128,0,0,0,0,0,0,0,384,80,0,384
73,380,4,0,0,128,0,0,0,0,0,0,0,384,40,0,384
74,372,12,0,0,128,0,0,0,0,0,0,0,384,32,0,384
76,368,16,0,0,128,0,0,0,0,0,0,0,384,16,0,384
78,364,20,0,0,128,0,0,0,0,0,0,0,384,8,0,384
80,352,32,0,0,120,8,0,0,0,0,0,0,384,0,0,384
81,348,36,0,0,116,12,0,0,0,0,0,0,384,0,0,384
83,336,48,0,0,108,20,0,0,0,0,0,0,376,8,0,384
85,320,64,0,0,80,48,0,0,0,0,0,0,376,8,0,384
87,296,88,0,0,64,64,0,0,0,0,0,0,368,16,0,384
88,268,116,0,0,44,84,0,0,0,0,0,0,368,16,0,384
90,240,144,0,0,32,96,0,0,0,0,0,0,360,24,0,384
92,200,184,0,0,20,108,0,0,2,0,0,0,360,24,0,384
94,160,224,0,0,16,112,0,0,2,0,0,0,368,24,0,384
96,140,244,0,0,16,112,0,0,2,0,0,0,368,24,0,384
98,136,248,0,0,16,112,0,0,4,0,0,0,368,24,0,384
99,136,248,0,0,16,112,0,0,4,0,0,0,368,24,0,384
101,136,248,0,0,16,112,0,0,6,0,0,0,368,24,0,384
103,136,248,0,0,16,112,0,0,6,0,0,0,368,24,0,384
105,136,248,0,0,16,112,0,0,6,0,0,0,368,24,0,384
107,136,248,0,0,16,112,0,0,8,0,0,0,368,24,0,384
109,136,248,0,0,16,112,0,0,8,0,0,0,368,24,0,384
110,136,248,0,0,16,112,0,0,8,0,0,0,368,24,0,384
112,136,248,0,0,16,112,0,0,10,0,0,0,376,24,0,384
114,136,248,0,0,16,112,0,0,10,0,0,0,376,24,0,384
116,136,248,0,0,16,112,0,0,10,0,0,0,376,24,0,384
118,136,248,0,0,16,112,0,0,12,0,0,0,376,24,0,384
119,136,248,0,0,16,112,0,0,12,0,0,0,376,24,0,384
121,136,248,0,0,16,112,0,0,14,0,0,0,376,24,0,384
123,200,248,0,0,16,112,0,0,14,0,0,0,376,16,0,384
125,280,248,0,0,16,112,0,0,14,0,0,0,376,16,0,384
127,340,248,0,0,16,112,0,0,14,0,0,0,376,16,0,384
130,404,248,0,0,16,112,0,0,14,0,0,0,376,16,0,384
132,480,248,0,0,16,112,0,0,14,0,0,0,376,16,0,384
134,520,248,0,0,16,112,0,0,18,0,0,0,376,16,0,384
136,524,248,0,4,16,112,0,0,18,0,0,0,384,16,0,384
138,524,248,0,4,16,112,0,0,20,0,0,0,384,16,0,384
140,524,248,0,4,16,112,0,0,20,0,0,0,384,16,0,384
142,524,248,0,4,16,112,0,4,22,0,0,0,384,16,0,384
145,528,248,0,8,24,112,0,8,22,0,0,0,384,8,0,384
147,528,248,0,8,24,112,0,8,24,0,0,0,384,8,0,384
149,528,248,0,8,32,112,0,16,24,0,0,0,384,8,0,384
151,528,248,0,8,32,112,0,16,24,0,0,0,384,8,0,384
153,528,248,0,8,120,112,0,16,26,0,0,0,384,8,0,384
156,528,248,0,8,164,112,0,20,26,0,0,0,384,8,0,384
158,528,248,0,8,164,112,0,20,28,0,0,0,384,8,0,384
160,528,248,0,8,164,112,0,20,28,0,0,0,384,8,0,384
163,528,248,0,8,164,112,0,20,30,0,0,0,384,8,0,384
165,528,244,0,8,164,112,0,20,30,0,0,0,384,0,0,384
167,528,244,0,8,164,112,0,20,32,0,0,0,384,0,0,384
170,528,244,0,8,164,112,0,20,32,0,0,0,384,0,0,384
172,528,244,0,8,164,112,0,20,32,0,0,0,384,0,0,384
174,528,244,0,8,172,108,0,28,34,0,0,0,384,0,0,384
177,528,240,0,8,172,104,0,28,32,2,0,0,384,0,0,384
179,524,244,0,8,172,96,0,28,20,16,0,0,384,0,0,384
181,524,244,0,8,172,96,0,28,20,16,0,0,384,0,0,384
184,520,248,0,8,172,92,0,28,60,26,0,0,384,0,0,384
186,520,248,0,8,172,92,0,28,88,36,0,0,384,0,0,384
189,520,248,0,8,172,92,0,28,130,36,0,0,384,0,0,384
191,520,248,0,8,176,92,0,32,164,36,0,0,384,0,0,384
194,520,248,0,8,180,92,0,36,198,36,0,0,384,0,0,384
197,520,248,0,8,176,92,4,36,190,44,0,0,384,0,0,384
199,520,248,0,8,176,60,24,36,192,44,0,0,384,0,0,384
202,520,248,0,8,176,16,68,36,190,46,0,0,384,0,0,384
205,524,248,0,12,172,12,72,36,184,54,0,0,384,0,0,384
207,524,264,0,32,164,16,76,36,192,58,0,12,384,0,0,384
210,556,268,0,68,164,16,76,36,184,68,0,12,384,0,0,384
213,580,284,0,104,160,20,76,36,184,68,0,12,384,0,0,384
215,572,292,0,104,160,20,76,36,186,68,0,12,384,0,0,384
218,572,292,0,104,160,20,76,36,186,68,0,12,384,0,0,384
221,600,292,0,132,160,20,76,36,186,68,0,12,384,0,0,384
224,600,292,0,132,160,20,76,36,186,68,0,12,384,0,0,384
227,600,292,0,132,160,20,76,36,186,68,0,12,384,0,0,384
229,600,292,0,132,160,20,76,36,186,68,0,12,384,0,0,384
232,600,292,0,132,160,20,76,36,186,68,0,12,384,0,0,384
235,600,288,0,132,160,20,76,36,186,68,0,12,384,0,0,384
238,600,268,0,132,160,20,76,36,186,62,0,12,384,0,0,384
240,600,248,0,132,160,20,76,36,186,52,6,12,384,0,0,384
243,600,224,0,132,160,20,76,36,186,44,12,12,384,0,0,384
246,596,216,0,132,160,20,76,36,186,40,16,12,384,0,0,384
249,588,216,0,132,160,20,76,36,186,32,24,12,384,0,0,384
251,580,216,0,132,152,28,76,36,184,28,30,12,384,0,0,384
254,572,224,0,136,124,56,76,36,182,30,30,12,384,0,0,384
257,576,196,20,136,96,84,76,36,180,30,32,12,384,0,0,384
259,568,192,24,136,84,96,76,36,176,34,32,12,384,0,0,384
262,548,184,48,136,80,100,76,36,172,32,38,12,384,0,0,384
265,544,168,64,136,72,108,76,36,166,34,42,12,384,0,0,384
268,540,156,84,136,72,108,76,36,166,32,44,12,384,0,0,384
270,528,140,112,136,72,108,76,40,166,28,48,12,376,8,0,384
273,504,136,140,136,76,108,76,40,166,24,52,12,376,8,0,384
276,484,144,152,136,72,112,76,40,164,22,56,12,376,8,0,384
279,472,148,160,136,48,136,76,40,162,24,56,12,376,8,0,384
282,456,160,164,136,48,136,76,40,158,28,56,12,384,8,0,384
284,444,168,164,136,44,140,76,40,154,32,56,12,384,8,0,384
287,428,184,164,136,44,140,76,40,154,32,56,12,384,8,0,384
290,424,188,164,136,40,144,76,40,148,38,56,12,384,8,0,384
293,424,184,164,136,40,144,76,40,146,40,56,12,384,8,0,384
296,424,184,164,136,40,144,76,40,138,48,56,12,384,8,0,384
298,424,180,164,136,40,144,76,40,138,48,56,12,384,8,0,384
301,420,184,164,136,40,140,76,40,138,48,56,12,384,8,0,384
304,420,184,164,136,40,140,76,40,134,52,56,12,384,8,0,384
307,420,184,164,136,40,140,76,40,134,50,58,12,384,8,0,384
310,420,184,164,136,40,140,76,40,134,46,62,12,384,8,0,384
312,408,196,164,136,40,140,76,40,134,40,68,12,384,0,0,384
315,408,196,164,136,40,140,76,40,126,48,68,12,384,0,0,384
318,408,196,164,136,40,140,76,40,126,48,68,12,384,0,0,384
321,408,196,164,136,40,136,80,40,126,42,74,12,384,0,0,384
324,400,204,164,136,40,128,88,40,126,40,76,12,384,0,0,384
327,392,212,164,136,40,124,92,40,118,48,76,12,384,0,0,384
329,392,212,164,136,40,124,92,40,118,44,80,12,384,0,0,384
332,388,216,164,136,40,120,96,40,118,40,84,12,384,0,0,384
335,384,220,164,136,40,120,96,40,114,44,84,12,384,0,0,384
338,384,220,164,136,40,120,96,40,114,44,84,12,384,0,0,384
341,384,220,164,136,40,120,96,40,114,42,86,12,384,0,0,384
344,384,220,164,136,40,120,96,40,114,42,86,12,384,0,0,384
346,384,220,164,136,40,120,96,40,110,38,94,12,384,0,0,384
349,384,220,164,136,40,120,96,40,104,44,94,12,384,0,0,384
352,384,220,164,136,40,120,96,40,104,44,94,12,384,0,0,384
355,384,220,164,136,40,120,96,40,104,42,96,12,384,0,0,384
358,376,228,164,136,40,120,96,40,102,36,104,12,384,0,0,384
361,384,224,168,136,44,120,96,40,102,36,104,12,384,0,0,384
364,380,228,168,136,44,120,96,40,102,36,104,12,384,0,0,384
367,380,228,168,136,52,116,100,48,102,32,108,12,384,0,0,384
370,384,228,168,136,56,112,104,48,102,32,108,12,384,0,0,384
372,384,228,168,136,56,80,136,48,102,32,108,12,384,0,0,384
375,384,228,168,136,56,56,160,48,102,32,108,12,384,0,0,384
378,376,236,168,136,52,44,176,48,102,28,112,12,384,0,0,384
381,360,252,168,136,44,48,180,48,100,26,116,12,384,0,0,384
384,352,260,168,136,28,64,180,48,86,40,116,12,384,0,0,384
387,372,260,168,152,20,72,180,48,82,46,116,16,384,0,0,384
390,372,252,168,152,20,68,180,48,78,44,122,16,384,0,0,384
393,372,252,168,152,20,52,188,48,70,52,122,16,384,0,0,384
396,372,252,168,152,20,36,200,48,70,52,122,16,384,0,0,384
399,356,264,168,152,0,56,200,48,70,48,126,16,384,0,0,384
402,348,272,168,152,0,56,200,48,62,56,126,16,384,0,0,384
405,348,272,168,152,0,56,200,48,62,56,126,16,384,0,0,384
408,348,272,168,152,0,56,200,48,62,52,128,16,384,0,0,384
411,348,272,168,152,0,56,200,48,60,48,134,16,384,0,0,384
414,348,272,168,152,0,56,200,48,52,56,134,16,384,0,0,384
417,348,272,168,152,0,56,200,48,52,56,134,16,384,0,0,384
420,348,252,168,152,0,56,200,48,52,54,136,16,384,0,0,384
423,348,252,168,152,0,56,200,48,42,64,136,16,384,0,0,384
425,348,252,168,152,0,56,200,48,30,76,136,16,384,0,0,384
428,348,236,184,152,0,56,200,48,30,76,136,16,384,0,0,384
