,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0
3,4,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0
4,5,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0
5,6,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0
6,7,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0
7,9,0,0,0,0,0,0,0,0,0,0,0,0,336,48,0,0,48
8,10,0,0,0,0,0,0,0,0,0,0,0,0,312,72,0,0,72
9,11,0,0,0,0,0,0,0,0,0,0,0,0,248,136,0,0,136
10,13,0,0,0,0,0,0,0,0,0,0,0,0,200,184,0,0,184
11,14,0,0,0,0,0,0,0,0,0,0,0,0,120,264,0,0,264
12,15,0,0,0,0,0,0,0,0,0,0,0,0,56,328,0,0,328
13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
23,31,52,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
24,32,104,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
25,34,152,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
26,35,204,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
27,37,252,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
28,38,308,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,368
29,40,360,4,0,0,0,0,0,0,0,0,0,0,0,360,0,0,364
30,42,360,24,0,0,0,0,0,0,0,0,0,0,32,360,0,24,384
31,43,352,32,0,0,0,0,0,0,0,0,0,0,56,336,0,56,368
32,45,352,32,0,0,0,0,0,0,0,0,0,0,72,336,0,72,368
33,47,352,32,0,0,0,0,0,0,0,0,0,0,72,320,0,72,352
34,48,328,56,0,0,0,0,0,0,0,0,0,0,96,312,0,96,368
35,50,328,56,0,0,0,0,0,0,0,0,0,0,96,312,0,96,368
36,52,328,56,0,0,0,0,0,0,0,0,0,0,112,288,0,120,344
37,54,328,56,0,0,0,0,0,0,0,0,0,0,120,288,0,120,344
38,55,324,60,0,0,0,0,0,0,0,0,0,0,120,272,0,128,332
39,57,296,88,0,0,0,0,0,0,0,0,0,0,144,264,0,144,352
40,59,288,96,0,0,0,0,0,0,0,0,0,0,144,248,0,144,344
41,61,288,96,0,0,4,0,0,0,0,0,0,0,144,240,0,144,336
42,63,288,96,0,0,108,0,0,0,0,0,0,0,144,240,0,144,336
43,64,288,96,0,0,128,0,0,0,0,0,0,0,144,240,0,144,336
44,66,276,116,0,16,128,0,0,0,0,0,0,0,144,240,0,152,356
45,68,256,136,0,16,120,8,0,0,0,0,0,0,152,240,0,152,384
46,70,256,132,0,16,120,8,0,0,0,0,0,0,152,232,0,168,372
47,72,256,128,0,16,112,16,0,0,0,0,0,0,176,232,0,176,376
48,74,256,128,0,16,104,24,0,0,0,0,0,0,176,216,0,176,368
49,75,256,128,0,16,104,24,0,0,0,0,0,0,200,208,0,200,360
50,77,256,128,0,16,104,24,0,0,0,0,0,0,200,208,0,200,360
51,79,256,128,0,16,80,48,0,0,0,0,0,0,208,184,0,208,360
52,81,256,128,0,16,80,48,0,0,0,0,0,0,208,184,0,208,360
53,83,256,128,0,16,80,48,0,0,0,0,0,0,208,176,0,208,352
54,84,256,128,0,16,80,48,0,0,0,0,0,0,208,176,0,208,352
55,86,256,128,0,16,52,76,0,0,0,0,0,0,208,176,0,208,380
56,88,256,128,0,16,48,80,0,0,0,0,0,0,208,176,0,208,384
57,90,256,128,0,16,48,80,0,0,0,0,0,0,208,176,0,208,384
58,92,256,128,0,16,48,80,0,0,2,0,0,0,208,176,0,208,384
59,93,256,128,0,16,48,80,0,0,2,0,0,0,208,176,0,208,384
60,96,256,128,0,16,48,80,0,4,2,0,0,0,208,176,0,208,384
61,97,256,128,0,16,52,80,0,4,4,0,0,0,208,176,0,208,384
62,99,256,128,0,16,52,76,0,4,4,0,0,0,208,176,0,208,380
63,101,256,128,0,16,52,76,0,4,2,4,0,0,208,176,0,208,384
64,103,256,128,0,16,52,76,0,4,2,4,0,0,208,176,0,208,384
65,105,256,128,0,16,52,76,0,4,2,4,0,0,208,176,0,208,384
66,106,256,128,0,16,56,76,0,8,4,4,0,0,208,176,0,208,384
67,108,256,128,0,16,56,76,0,8,4,4,0,0,208,176,0,208,384
68,110,256,128,0,16,56,72,0,8,0,8,0,0,208,176,0,208,384
69,112,256,128,0,16,56,72,0,8,2,8,0,0,208,176,0,208,384
70,114,256,128,0,16,56,72,0,8,2,8,0,0,208,176,0,208,384
71,116,256,128,0,16,60,72,0,12,2,8,0,0,208,176,0,208,384
72,118,256,128,0,16,60,72,0,12,4,8,0,0,208,176,0,208,384
73,119,256,128,0,16,60,68,0,12,2,10,0,0,208,176,0,208,382
74,121,256,128,0,16,60,68,0,12,2,12,0,0,208,176,0,208,384
75,123,336,128,0,16,60,68,0,12,2,12,0,0,208,176,0,208,384
76,125,400,128,0,16,60,68,0,12,2,12,0,0,208,176,0,208,384
77,127,472,128,0,16,60,68,0,12,2,12,0,0,208,176,0,208,384
78,129,540,128,0,16,60,64,0,12,2,12,0,0,208,176,0,208,380
79,132,604,128,0,16,60,64,0,12,0,14,0,0,208,176,0,208,382
80,134,640,128,0,16,64,64,0,16,4,14,0,0,208,176,0,208,382
81,136,640,128,0,16,64,64,0,16,4,14,0,0,208,176,0,208,382
82,138,640,128,0,16,64,64,0,16,4,16,0,0,216,176,0,216,384
83,140,640,128,0,16,64,64,0,16,4,16,0,0,216,176,0,216,384
84,142,640,128,0,16,64,64,0,16,2,20,0,0,216,168,0,216,380
85,144,640,128,0,16,64,64,0,16,2,20,0,0,216,168,0,216,380
86,147,640,128,0,16,68,64,0,20,4,20,0,0,216,168,0,216,380
87,149,640,128,0,16,68,60,0,20,4,20,0,0,216,168,0,216,376
88,151,640,128,0,16,68,60,0,20,0,24,0,0,216,168,0,216,380
89,153,640,128,0,16,172,60,0,20,2,24,0,0,216,168,0,216,380
90,156,640,128,0,16,192,64,0,20,2,24,0,0,216,168,0,216,384
91,158,640,128,0,16,192,64,0,20,4,24,0,0,216,168,0,216,384
92,161,640,128,0,16,192,64,0,20,4,24,0,0,216,168,0,216,384
93,163,640,128,0,16,192,64,0,20,6,20,4,0,216,168,0,216,380
94,165,640,128,0,16,192,64,0,20,2,24,4,0,216,168,0,216,384
95,167,640,128,0,16,192,64,0,20,4,24,4,0,216,168,0,216,384
96,170,640,128,0,16,192,64,0,20,4,24,4,0,216,168,0,216,384
97,172,640,128,0,16,192,64,0,20,6,24,4,0,216,168,0,216,384
98,174,640,128,0,16,192,64,0,20,6,20,8,0,216,168,0,216,380
99,176,640,128,0,16,192,64,0,20,2,24,8,0,216,168,0,216,384
100,179,640,128,0,16,192,64,0,20,4,24,8,0,216,168,0,216,384
101,181,640,128,0,16,192,64,0,20,4,24,8,0,216,168,0,216,384
