,timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted,all_running
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0
3,4,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0
4,5,0,0,0,0,0,0,0,0,0,0,0,0,368,16,0,0,16
5,6,0,0,0,0,0,0,0,0,0,0,0,0,336,48,0,0,48
6,8,0,0,0,0,0,0,0,0,0,0,0,0,264,120,0,0,120
7,9,0,0,0,0,0,0,0,0,0,0,0,0,200,184,0,0,184
8,10,0,0,0,0,0,0,0,0,0,0,0,0,120,264,0,0,264
9,12,0,0,0,0,0,0,0,0,0,0,0,0,40,344,0,0,344
10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
23,30,44,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
24,32,100,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
25,33,144,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
26,35,200,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
27,36,244,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
28,38,304,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,384
29,40,328,0,0,0,0,0,0,0,0,0,0,0,32,384,0,32,384
30,41,340,0,0,0,0,0,0,0,0,0,0,0,72,384,0,64,384
31,43,364,0,0,0,0,0,0,0,0,0,0,0,104,384,0,96,384
32,44,384,0,0,0,0,0,0,0,0,0,0,0,136,384,0,128,384
33,46,384,0,0,0,0,0,0,0,0,0,0,0,192,384,0,176,384
34,48,384,0,0,0,0,0,0,0,0,0,0,0,248,384,0,240,384
35,50,384,0,0,0,0,0,0,0,0,0,0,0,312,384,0,288,384
36,51,384,0,0,0,0,0,0,0,0,0,0,0,368,384,0,352,384
37,53,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384,384
38,55,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384,384
39,57,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384,384
40,58,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384,384
41,60,384,0,0,0,0,0,0,0,0,0,0,0,384,384,0,384,384
42,62,384,0,0,0,84,0,0,0,0,0,0,0,384,360,0,384,360
43,64,384,0,0,0,128,0,0,0,0,0,0,0,384,264,0,384,264
44,65,384,0,0,0,128,0,0,0,0,0,0,0,384,208,0,384,208
45,67,384,0,0,0,128,0,0,0,0,0,0,0,384,160,0,384,160
46,69,384,0,0,0,128,0,0,0,0,0,0,0,384,96,0,384,96
47,71,384,0,0,0,128,0,0,0,0,0,0,0,384,64,0,384,64
48,72,384,0,0,0,128,0,0,0,0,0,0,0,384,32,0,384,32
49,74,384,0,0,0,128,0,0,0,0,0,0,0,384,8,0,384,8
50,76,384,0,0,0,128,0,0,0,0,0,0,0,384,0,0,384,0
51,77,384,0,0,0,128,0,0,0,0,0,0,0,384,0,0,384,0
52,79,368,16,0,0,120,8,0,0,0,0,0,0,384,0,0,384,24
53,81,360,24,0,0,112,16,0,0,0,0,0,0,384,0,0,384,40
54,83,356,28,0,0,96,32,0,0,0,0,0,0,368,16,0,384,76
55,84,316,68,0,0,88,40,0,0,0,0,0,0,368,16,0,384,124
56,86,296,88,0,0,72,56,0,0,0,0,0,0,360,24,0,384,168
57,88,276,108,0,0,44,84,0,0,0,0,0,0,360,24,0,384,216
58,90,244,140,0,0,24,104,0,0,0,0,0,0,360,24,0,384,268
59,91,204,180,0,0,12,116,0,0,2,0,0,0,360,24,0,384,320
60,93,168,216,0,0,12,116,0,0,2,0,0,0,368,24,0,384,356
61,95,144,240,0,0,8,120,0,0,2,0,0,0,368,24,0,384,384
62,97,144,240,0,0,8,120,0,0,4,0,0,0,368,24,0,384,384
63,99,144,240,0,0,8,120,0,0,4,0,0,0,368,24,0,384,384
64,100,144,240,0,0,8,120,0,0,4,0,0,0,368,24,0,384,384
65,102,144,240,0,0,8,120,0,0,6,0,0,0,368,24,0,384,384
66,104,144,240,0,0,8,120,0,0,6,0,0,0,368,24,0,384,384
67,106,144,240,0,0,8,120,0,0,8,0,0,0,368,24,0,384,384
68,108,144,240,0,0,8,120,0,0,8,0,0,0,368,24,0,384,384
69,110,144,240,0,0,8,120,0,0,8,0,0,0,368,24,0,384,384
70,111,144,240,0,0,8,120,0,0,10,0,0,0,368,24,0,384,384
71,113,144,240,0,0,8,120,0,0,10,0,0,0,376,24,0,384,384
72,115,144,240,0,0,8,120,0,0,10,0,0,0,376,24,0,384,384
73,117,144,240,0,0,8,120,0,0,12,0,0,0,376,24,0,384,384
74,119,144,240,0,0,8,120,0,0,12,0,0,0,376,24,0,384,384
75,121,144,240,0,0,8,120,0,0,12,0,0,0,376,24,0,384,384
76,123,208,240,0,0,8,120,0,0,14,0,0,0,376,16,0,384,376
77,125,268,240,0,0,8,120,0,0,14,0,0,0,376,16,0,384,376
78,127,340,240,0,0,8,120,0,0,14,0,0,0,376,16,0,384,376
79,129,408,240,0,0,8,120,0,0,14,0,0,0,376,16,0,384,376
80,131,476,240,0,0,8,120,0,0,14,0,0,0,376,16,0,384,376
81,133,528,240,0,0,8,120,0,0,18,0,0,0,376,16,0,384,376
82,135,532,240,0,4,8,120,0,0,18,0,0,0,384,16,0,384,376
83,137,536,240,0,8,8,120,0,0,20,0,0,0,384,16,0,384,376
84,140,536,240,0,8,8,120,0,0,20,0,0,0,384,16,0,384,376
85,142,536,240,0,12,8,120,0,0,22,0,0,0,384,16,0,384,376
86,144,548,240,0,20,8,120,0,0,22,0,0,0,384,8,0,384,368
87,146,548,240,0,20,8,120,0,0,22,0,0,0,384,8,0,384,368
88,148,552,240,0,24,8,120,0,0,24,0,0,0,384,8,0,384,368
89,150,552,240,0,24,8,120,0,0,24,0,0,0,384,8,0,384,368
90,153,552,240,0,24,92,120,0,0,26,0,0,0,384,8,0,384,368
91,155,552,240,0,24,136,120,0,0,26,0,0,0,384,8,0,384,368
92,157,552,240,0,24,136,120,0,0,28,0,0,0,384,8,0,384,368
93,160,552,240,0,24,136,120,0,0,28,0,0,0,384,8,0,384,368
94,162,552,240,0,24,136,120,0,0,30,0,0,0,384,8,0,384,368
95,164,552,236,0,24,136,120,0,0,30,0,0,0,384,0,0,384,356
96,167,552,236,0,24,136,120,0,0,32,0,0,0,384,0,0,384,356
97,169,552,232,0,24,136,120,0,0,28,4,0,0,384,0,0,384,356
98,171,552,232,0,24,136,120,0,0,18,14,0,0,384,0,0,384,366
99,173,556,220,0,28,136,120,0,0,20,14,0,0,384,0,0,384,354
100,176,556,220,0,28,136,120,0,0,16,18,0,0,384,0,0,384,358
101,178,552,224,0,28,136,120,0,0,14,22,0,0,384,0,0,384,366
102,180,548,224,0,28,136,120,0,0,10,26,0,0,384,0,0,384,370
103,183,544,228,0,28,136,120,0,0,52,26,0,0,384,0,0,384,374
104,185,544,228,0,28,136,120,0,0,94,26,0,0,384,0,0,384,374
105,188,544,228,0,28,136,120,0,0,134,26,0,0,384,0,0,384,374
106,190,552,228,0,32,136,120,0,0,170,26,0,0,384,0,0,384,374
107,193,560,228,0,40,136,120,0,0,206,26,0,0,384,0,0,384,374
108,196,560,228,0,40,136,100,20,0,208,26,0,0,384,0,0,384,354
109,198,560,228,0,40,136,84,36,0,210,26,0,0,384,0,0,384,338
110,201,564,228,0,44,136,56,64,0,198,38,0,0,384,0,0,384,322
111,204,576,228,0,56,136,24,96,0,190,48,0,0,384,0,0,384,300
112,206,572,228,0,56,136,8,112,0,178,60,0,0,384,0,0,384,296
113,209,556,252,0,64,136,0,120,0,176,64,0,0,384,0,0,384,316
114,212,552,260,0,84,136,0,120,0,176,64,0,2,384,0,0,384,324
115,215,576,260,0,88,136,0,120,0,178,66,0,2,384,0,0,384,326
116,217,576,256,0,88,136,0,120,0,178,66,0,2,384,0,0,384,322
117,220,596,256,0,108,136,0,120,0,186,66,0,14,384,0,0,384,322
118,223,608,256,0,124,136,0,120,0,204,66,0,30,384,0,0,384,322
119,226,616,256,0,128,136,0,120,0,206,66,0,30,384,0,0,384,322
120,229,616,256,0,128,136,0,120,0,206,66,0,30,384,0,0,384,322
121,231,616,252,0,128,136,0,120,0,206,62,4,30,384,0,0,384,314
122,234,616,240,0,128,136,0,120,0,206,52,14,30,384,0,0,384,292
123,237,616,240,0,128,136,0,120,0,206,52,14,30,384,0,0,384,292
124,240,616,232,0,128,136,0,120,0,206,42,24,30,384,0,0,384,274
125,242,608,228,0,128,128,8,120,0,206,40,26,30,384,0,0,384,276
126,245,608,220,0,128,128,8,120,0,206,40,26,30,384,0,0,384,268
127,248,608,216,0,128,100,36,120,0,206,40,26,30,384,0,0,384,292
128,251,604,208,0,128,72,64,120,0,204,42,26,30,384,0,0,384,314
129,254,600,196,0,128,72,64,120,0,204,38,26,30,384,0,0,384,298
130,256,600,172,0,128,60,76,120,0,204,34,26,30,384,0,0,384,282
131,259,596,172,0,128,60,76,120,0,204,20,26,30,384,0,0,384,268
132,262,572,188,8,128,40,96,120,0,202,20,26,30,384,0,0,384,304
133,264,552,192,24,128,28,108,120,0,198,18,28,30,384,0,0,384,318
134,267,568,160,60,144,24,112,120,0,196,14,32,30,384,0,0,384,286
135,270,560,136,92,144,24,112,120,0,188,22,32,30,384,0,0,384,270
136,273,548,112,128,144,24,112,120,0,186,22,34,30,384,0,0,384,246
137,276,520,128,140,144,20,116,120,0,186,22,34,30,384,0,0,384,266
138,279,500,144,144,144,20,116,120,0,182,24,36,30,384,0,0,384,284
139,281,468,172,148,144,20,116,120,0,174,32,36,30,384,0,0,384,320
140,284,432,208,148,144,20,116,120,0,162,44,36,30,384,0,0,384,368
141,287,432,208,148,144,20,116,120,0,146,60,36,30,384,0,0,384,384
142,290,432,208,148,144,20,116,120,0,146,60,36,30,384,0,0,384,384
143,293,432,208,148,144,20,116,120,0,146,60,36,30,384,0,0,384,384
144,296,432,208,148,144,20,116,120,0,146,60,36,30,384,0,0,384,384
145,298,432,188,148,144,20,116,120,0,146,60,36,30,384,0,0,384,364
146,301,420,200,148,144,20,116,120,0,146,60,36,30,384,0,0,384,376
147,304,412,208,148,144,20,116,120,0,146,60,36,30,384,0,0,384,384
148,307,412,208,148,144,20,116,120,0,146,60,36,30,384,0,0,384,384
149,309,412,208,148,144,20,116,120,0,146,58,38,30,384,0,0,384,382
150,312,412,208,148,144,20,116,120,0,144,58,40,30,384,0,0,384,382
151,315,412,208,148,144,20,116,120,0,142,60,40,30,384,0,0,384,384
152,318,412,208,148,144,20,116,120,0,142,56,44,30,384,0,0,384,380
153,321,408,212,148,144,20,116,120,0,142,52,48,30,384,0,0,384,380
154,324,408,212,148,144,20,116,120,0,138,50,54,30,384,0,0,384,378
155,326,408,212,148,144,20,116,120,0,132,56,54,30,384,0,0,384,384
156,329,408,212,148,144,20,116,120,0,132,56,54,30,384,0,0,384,384
157,332,408,212,148,144,20,116,120,0,132,50,60,30,384,0,0,384,378
158,335,404,216,148,144,20,116,120,0,128,44,70,30,384,0,0,384,376
159,338,404,216,148,144,20,116,120,0,122,50,70,30,384,0,0,384,382
160,341,404,216,148,144,20,116,120,0,122,50,70,30,384,0,0,384,382
161,344,400,220,148,160,20,116,120,0,122,24,96,30,384,0,0,384,360
162,346,408,236,148,160,20,116,120,0,120,26,96,30,384,0,0,384,378
163,349,408,236,148,160,20,116,120,0,120,26,96,30,384,0,0,384,378
164,352,408,236,148,160,20,116,120,0,120,26,96,30,384,0,0,384,378
165,355,424,236,148,160,20,116,120,0,120,26,96,30,384,0,0,384,378
166,358,424,236,148,160,20,116,120,0,120,26,96,30,384,0,0,384,378
167,361,424,236,148,160,20,116,120,0,120,26,96,30,384,0,0,384,378
168,364,424,236,148,160,20,116,120,0,120,26,96,30,384,0,0,384,378
169,367,428,236,148,160,20,108,128,0,120,26,96,30,384,0,0,384,370
170,370,428,236,148,160,20,52,184,0,120,26,96,30,384,0,0,384,314
171,372,428,236,148,160,20,24,212,0,120,26,96,30,384,0,0,384,286
172,375,408,256,148,160,20,8,228,0,120,24,98,30,384,0,0,384,288
173,378,408,268,148,160,20,8,228,0,120,22,100,30,384,0,0,384,298
174,381,376,292,148,160,20,4,232,0,120,22,100,30,384,0,0,384,318
175,384,364,300,148,160,20,4,232,0,120,22,100,30,384,0,0,384,326
176,387,356,300,148,164,20,0,236,0,120,12,110,30,384,0,0,384,312
177,390,364,304,148,164,16,4,236,0,120,12,110,30,384,0,0,384,320
178,393,356,308,152,164,12,8,236,0,112,20,110,30,384,0,0,384,336
179,396,352,308,152,164,12,8,236,0,104,26,112,30,384,0,0,384,342
180,399,352,316,152,172,12,8,236,0,104,20,118,30,384,0,0,384,344
181,402,348,320,152,172,0,20,236,0,92,30,120,30,384,0,0,384,370
182,405,348,320,152,172,0,20,236,0,92,30,120,30,384,0,0,384,370
183,408,348,308,152,172,0,20,236,0,92,28,122,30,384,0,0,384,356
184,411,340,304,152,172,0,20,236,0,84,36,122,30,384,0,0,384,360
185,414,340,304,152,172,0,20,236,0,68,52,122,30,376,8,0,384,384
186,417,340,304,152,172,0,20,236,0,68,52,122,30,376,8,0,384,384
187,420,332,292,152,172,0,20,236,0,68,52,122,30,376,8,0,384,372
188,423,320,304,152,172,0,20,236,0,68,52,122,30,376,8,0,384,384
189,425,320,296,160,172,0,20,236,0,68,52,122,30,376,8,0,384,376
190,428,312,288,172,172,0,20,236,0,68,52,122,30,376,8,0,384,368
191,431,296,300,172,172,0,20,236,0,68,52,122,30,376,8,0,384,380
192,434,296,300,172,172,0,20,236,0,64,56,122,30,376,8,0,384,384
193,437,292,280,196,172,0,20,236,0,64,56,122,30,376,8,0,384,364
194,440,284,280,204,172,0,20,236,0,64,56,122,30,376,8,0,384,364
195,443,264,300,204,172,0,20,236,0,64,56,122,30,376,8,0,384,384
196,446,260,288,220,172,0,20,236,0,64,56,122,30,376,8,0,384,372
197,449,252,276,240,172,0,20,236,0,64,56,122,30,376,8,0,384,360
198,452,248,264,256,172,0,20,236,0,64,54,124,30,376,8,0,384,346
199,455,224,268,276,172,0,20,236,0,64,50,128,30,376,8,0,384,346
200,458,216,260,292,172,0,20,236,0,64,40,138,30,376,8,0,384,328
201,461,204,244,320,172,0,20,236,0,62,42,138,30,376,8,0,384,314
202,464,196,248,328,172,0,20,236,0,62,30,150,30,384,8,0,384,306
203,467,164,280,328,172,0,20,236,0,60,32,150,30,384,8,0,384,340
204,471,136,308,328,172,0,20,236,0,58,34,150,30,376,16,0,384,378
205,473,132,312,328,172,0,20,236,0,58,16,168,30,376,16,0,384,364
206,476,152,320,328,196,0,20,236,0,54,14,174,30,384,16,0,384,370
207,480,148,324,328,196,0,20,236,0,44,24,174,30,384,16,0,384,384
208,483,148,316,336,196,0,20,236,0,44,24,174,30,384,16,0,384,376
209,486,148,316,336,196,0,20,236,0,44,24,174,30,384,16,0,384,376
210,489,152,316,336,196,0,20,236,0,44,24,174,30,384,16,0,384,376
211,492,152,316,336,196,0,20,236,0,44,24,174,30,384,16,0,384,376
212,495,152,312,336,196,0,20,236,0,44,24,174,30,384,8,0,384,364
213,498,152,312,336,196,0,20,236,0,44,20,178,30,384,8,0,384,360
214,501,152,308,340,196,0,20,236,0,20,44,178,30,384,8,0,384,380
215,504,148,312,340,196,0,20,236,0,20,44,178,30,384,8,0,384,384
