timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,336,48,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,256,128,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,216,168,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,160,224,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,72,312,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,16,368,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
30,32,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
32,92,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
33,148,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
35,192,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
36,248,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
38,272,0,0,0,0,0,0,0,0,0,0,0,24,384,0,16
40,304,0,0,0,0,0,0,0,0,0,0,0,48,384,0,48
41,352,0,0,0,0,0,0,0,0,0,0,0,56,384,0,56
43,384,0,0,0,0,0,0,0,0,0,0,0,88,384,0,72
