timestamp,tenant1_pending,tenant1_running,tenant1_completed,tenant1_preempted,tenant2_pending,tenant2_running,tenant2_completed,tenant2_preempted,tenant3_pending,tenant3_running,tenant3_completed,tenant3_preempted,backfill_pending,backfill_running,backfill_completed,backfill_preempted
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,368,16,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,320,64,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,296,88,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,248,136,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,184,200,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,104,280,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,40,344,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
31,60,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
33,104,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
34,144,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
35,200,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
37,244,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
38,292,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0
40,328,0,0,0,0,0,0,0,0,0,0,0,24,384,0,8
41,356,0,0,0,0,0,0,0,0,0,0,0,40,384,0,32
43,384,0,0,0,0,0,0,0,0,0,0,0,72,384,0,48
44,384,0,0,0,0,0,0,0,0,0,0,0,112,384,0,88
46,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
47,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
49,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
50,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
52,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
53,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
55,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
56,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
58,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
59,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
61,384,0,0,0,0,0,0,0,0,0,0,0,128,384,0,128
62,384,0,0,0,88,0,0,0,0,0,0,0,128,328,0,128
64,384,0,0,0,128,0,0,0,0,0,0,0,152,288,0,128
65,384,0,0,0,128,0,0,0,0,0,0,0,176,256,0,168
67,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
68,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
70,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
71,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
73,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
75,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
76,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
78,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
79,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
81,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
82,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
84,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
85,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
87,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
88,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
90,384,0,0,0,128,0,0,0,0,0,0,0,192,256,0,192
91,384,0,0,0,128,0,0,0,2,0,0,0,192,256,0,192
93,384,0,0,0,128,0,0,0,2,0,0,0,200,200,0,200
94,384,0,0,0,128,0,0,0,2,0,0,0,200,192,0,200
96,384,0,0,0,128,0,0,0,2,0,0,0,200,192,0,200
97,384,0,0,0,128,0,0,0,4,0,0,0,208,192,0,208
99,384,0,0,0,120,8,0,0,4,0,0,0,208,192,0,208
100,384,0,0,0,120,8,0,0,4,0,0,0,208,192,0,208
102,384,0,0,0,120,8,0,0,6,0,0,0,208,192,0,208
104,384,0,0,0,120,8,0,0,6,0,0,0,208,192,0,208
105,384,0,0,0,120,8,0,0,6,0,0,0,208,192,0,208
107,384,0,0,0,120,8,0,0,8,0,0,0,208,192,0,208
108,384,0,0,0,112,16,0,0,8,0,0,0,216,192,0,216
110,376,8,0,0,104,24,0,0,8,0,0,0,216,192,0,216
111,364,20,0,0,104,24,0,0,10,0,0,0,216,192,0,216
113,352,32,0,0,104,24,0,0,10,0,0,0,216,192,0,216
114,344,40,0,0,104,24,0,0,10,0,0,0,216,192,0,216
116,344,40,0,0,104,24,0,0,10,0,0,0,216,192,0,216
117,344,40,0,0,104,24,0,0,12,0,0,0,216,192,0,216
119,344,40,0,0,104,24,0,0,12,0,0,0,216,192,0,216
121,344,40,0,0,104,24,0,0,12,0,0,0,216,192,0,216
122,368,40,0,0,104,24,0,0,14,0,0,0,216,184,0,216
124,416,40,0,0,104,24,0,0,14,0,0,0,216,184,0,216
125,472,40,0,0,104,24,0,0,14,0,0,0,216,184,0,216
127,524,40,0,0,104,24,0,0,14,0,0,0,216,184,0,216
129,580,40,0,0,104,24,0,0,14,0,0,0,216,184,0,216
130,628,40,0,0,104,24,0,0,14,0,0,0,216,184,0,216
132,676,52,0,0,100,28,0,0,14,0,0,0,216,176,0,216
134,696,72,0,0,88,40,0,0,14,0,0,0,216,176,0,216
135,676,92,0,0,80,48,0,0,14,2,0,0,216,176,0,216
137,652,116,0,0,72,56,0,0,12,4,0,0,216,168,0,216
139,640,128,0,0,64,64,0,0,10,8,0,0,208,176,0,216
141,640,128,0,0,64,64,0,0,6,12,0,0,208,176,0,216
142,640,128,0,0,64,64,0,0,2,16,0,0,208,176,0,216
144,640,128,0,0,64,64,0,0,4,16,0,0,216,176,0,216
146,640,128,0,0,64,64,0,0,4,16,0,0,216,176,0,216
147,640,128,0,0,64,64,0,0,6,16,0,0,216,176,0,216
149,640,128,0,0,64,64,0,0,8,16,0,0,216,176,0,216
151,640,128,0,0,64,64,0,0,8,16,0,0,216,176,0,216
153,640,128,0,0,104,64,0,0,10,16,0,0,216,176,0,216
154,640,128,0,0,164,64,0,0,10,16,0,0,216,176,0,216
156,640,128,0,0,192,64,0,0,10,16,0,0,224,176,0,216
158,640,128,0,0,192,64,0,0,12,16,0,0,224,176,0,224
160,640,128,0,0,192,64,0,0,12,16,0,0,232,176,0,232
162,640,128,0,0,192,64,0,0,12,16,0,0,232,176,0,232
163,640,128,0,0,192,64,0,0,14,16,0,0,232,176,0,232
165,640,128,0,0,192,64,0,0,14,16,0,0,232,176,0,232
167,640,128,0,0,192,64,0,0,16,16,0,0,232,176,0,232
169,640,128,0,0,192,64,0,0,16,16,0,0,232,176,0,232
170,640,128,0,0,192,64,0,0,16,16,0,0,232,168,0,232
172,640,128,0,0,192,64,0,0,16,18,0,0,232,168,0,232
174,640,128,0,0,192,64,0,0,10,24,0,0,232,168,0,232
176,640,128,0,0,192,64,0,0,10,24,0,0,232,168,0,232
178,640,128,0,0,192,64,0,0,12,24,0,0,232,168,0,232
179,640,128,0,0,192,64,0,0,12,24,0,0,232,168,0,232
181,640,128,0,0,192,64,0,0,12,24,0,0,232,168,0,232
183,640,128,0,0,192,64,0,0,44,24,0,0,232,160,0,232
185,640,128,0,0,192,64,0,0,72,24,0,0,232,160,0,232
187,640,128,0,0,192,64,0,0,90,32,0,0,232,160,0,232
189,640,128,0,0,192,64,0,0,116,24,8,0,232,160,0,232
191,640,128,0,0,192,64,0,0,142,32,8,0,232,152,0,232
193,640,128,0,0,192,64,0,0,168,32,8,0,224,160,0,232
194,640,128,0,0,192,64,0,0,190,32,8,0,224,160,0,232
196,640,128,0,0,192,64,0,0,190,26,14,0,224,160,0,232
198,640,128,0,0,192,64,0,0,184,32,14,0,224,160,0,232
200,640,128,0,0,192,64,0,0,184,30,16,0,224,160,0,232
202,640,128,0,0,192,64,0,0,182,32,16,0,224,160,0,232
204,640,128,0,0,192,64,0,0,184,32,16,0,224,160,0,232
206,640,128,0,0,192,64,0,0,186,32,16,0,224,160,0,232
208,640,128,0,0,192,64,0,0,188,32,16,0,224,160,0,232
210,640,128,0,0,192,64,0,0,190,32,16,0,224,160,0,232
212,640,128,0,0,192,64,0,0,192,32,16,0,224,160,0,232
214,640,128,0,0,192,64,0,0,194,32,16,0,224,160,0,232
216,640,128,0,0,192,64,0,0,194,32,16,0,224,160,0,232
218,640,128,0,0,192,64,0,0,194,32,16,0,224,160,0,232
220,640,128,0,0,192,64,0,0,194,32,16,0,224,160,0,232
222,640,128,0,0,192,56,8,0,194,32,16,0,224,160,0,232
224,640,128,0,0,192,56,8,0,194,32,16,0,224,160,0,232
225,640,128,0,0,192,56,8,0,194,32,16,0,224,160,0,232
227,640,128,0,0,192,40,24,0,194,32,16,0,224,160,0,232
229,640,128,0,0,192,40,24,0,194,32,16,0,224,160,0,232
231,640,128,0,0,192,40,24,0,194,32,16,0,224,160,0,232
233,640,128,0,0,192,40,24,0,194,32,16,0,200,184,0,232
235,640,128,0,0,192,40,24,0,194,30,18,0,200,184,0,232
237,640,128,0,0,192,40,24,0,194,24,24,0,200,184,0,232
239,640,128,0,0,192,40,24,0,192,24,24,0,200,184,0,232
241,640,128,0,0,192,40,24,0,192,26,24,0,200,184,0,232
243,640,128,0,0,192,40,24,0,192,26,24,0,200,184,0,232
245,640,128,0,0,192,40,24,0,192,26,24,0,200,184,0,232
247,640,128,0,0,192,32,32,0,186,32,24,0,200,184,0,232
249,640,128,0,0,192,12,52,0,186,26,30,0,200,184,0,232
251,640,128,0,0,192,0,64,0,186,22,34,0,200,184,0,232
253,640,128,0,0,192,0,64,0,184,18,38,0,184,200,0,232
255,640,128,0,0,192,0,64,0,180,18,40,0,160,224,0,232
257,640,128,0,0,192,0,64,0,182,20,40,0,160,224,0,232
259,640,128,0,0,192,0,64,0,172,30,40,0,160,224,0,232
261,640,128,0,0,192,0,64,0,168,26,46,0,160,224,0,232
263,640,128,0,0,192,0,64,0,170,26,46,0,160,224,0,232
265,640,128,0,0,192,0,64,0,164,30,48,0,160,224,0,232
267,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
269,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
271,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
273,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
275,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
277,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
279,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
281,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
283,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
285,640,128,0,0,192,0,64,0,162,32,48,0,160,224,0,232
287,640,120,8,0,192,0,64,0,162,32,48,0,160,224,0,232
289,640,104,24,0,176,0,64,0,162,32,48,0,160,224,0,232
292,640,100,28,0,192,0,64,0,162,32,48,0,192,224,0,232
294,640,96,32,0,188,4,64,0,162,32,48,0,200,224,0,232
296,640,88,40,0,180,12,64,0,162,32,48,0,200,224,0,232
298,640,88,40,0,168,24,64,0,162,32,48,0,200,224,0,232
300,640,88,40,0,160,32,64,0,162,32,48,0,200,224,0,232
302,640,88,40,0,152,40,64,0,162,32,48,0,200,224,0,232
304,640,88,40,0,152,40,64,0,160,30,50,0,200,224,0,232
306,640,88,40,0,152,40,64,0,160,32,50,0,200,224,0,232
309,632,64,64,0,152,40,64,0,160,26,56,0,200,224,0,232
311,636,36,96,0,152,40,64,0,160,26,56,0,200,224,0,232
313,632,16,120,0,152,40,64,0,160,26,56,0,200,224,0,232
315,620,20,128,0,152,40,64,0,160,26,56,0,184,240,0,232
318,620,20,128,0,152,40,64,0,160,24,58,0,176,248,0,232
320,620,20,128,0,148,44,64,0,160,22,60,0,168,256,0,232
322,620,20,128,0,136,56,64,0,160,14,68,0,160,248,0,232
325,620,20,128,0,128,64,64,0,156,8,74,0,152,232,0,232
327,620,20,128,0,128,64,64,0,160,4,78,0,152,232,0,232
